transaction_id,account_id,merchant_id,card_id,transaction_timestamp,transaction_type,transaction_channel,transaction_status,amount,currency,reference_number,narration,location_city,location_state,is_international,created_at,updated_at,source_system
TR00458958,ACC00007727,MER00001110,CD00008096,2020-11-27 23:25:32,Online Payment,Online Banking,Success,59296.98,INR,TXNUTR202608038199952930,Online Payment to Prime Devan Fuel Station,INDORE,MADHYA PRADESH,No,2026-08-03 12:22:48.170111,,Enterprise System
TR00458959,ACC00007718,MER00001119,CD00008085,2019-08-11 15:58:37,Online Payment,Online Banking,Success,73360.63,INR,TXNUTR202608035865940274,Online Payment to Modern Kala Marketplace,BUNDI,RAJASTHAN,No,2026-08-03 12:22:48.171203,,Enterprise System
TR00458960,ACC00007764,,,2022-06-08 16:24:40,Transfer,Mobile Banking,Success,24851.03,INR,TXNUTR202608030004750801,Mobile Banking Transfer,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.171203,,Enterprise System
TR00458961,ACC00007738,MER00001125,CD00008110,2018-02-01 02:06:54,Bill Payment,UPI,Success,14608.05,INR,TXNUTR202608039994529177,Bill Payment - Sai Pillay Store,ERNAKULAM,KERALA,No,2026-08-03 12:22:48.171203,,Enterprise System
TR00458962,ACC00007747,,CD00008120,2018-09-09 02:29:45,Transfer,RTGS,Success,661328.65,INR,TXNUTR202608036121595236,RTGS Transfer,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.172213,,Enterprise System
TR00458963,ACC00007750,,CD00008123,2019-12-26 23:27:21,Debit,ATM,Success,5077.85,INR,TXNUTR202608039262020990,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.172213,,Enterprise System
TR00458964,ACC00007731,,,2025-08-28 15:57:40,Debit,Online Banking,Success,73321.76,INR,TXNUTR202608039556010680,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.172213,,Enterprise System
TR00458965,ACC00007726,,CD00008095,2022-09-07 06:04:13,Credit,IMPS,Success,394256.93,INR,TXNUTR202608031483612015,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.172213,,Enterprise System
TR00458966,ACC00007764,,,2023-08-07 09:10:50,Credit,UPI,Success,15068.97,INR,TXNUTR202608034689278809,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.172213,,Enterprise System
TR00458967,ACC00007769,,,2019-02-26 14:29:08,Credit,UPI,Failed,15809.98,INR,TXNUTR202608039989818694,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.172213,,Enterprise System
TR00458968,ACC00007768,MER00001148,CD00008141,2014-10-19 06:33:11,POS Purchase,POS,Success,52206.9,INR,TXNUTR202608034504166403,POS Purchase at Sai Bhandari Multiplex,PUNE,MAHARASHTRA,No,2026-08-03 12:22:48.172213,,Enterprise System
TR00458969,ACC00007760,,,2024-05-28 03:55:20,Deposit,Branch,Success,287979.9,INR,TXNUTR202608036161105268,Cash Deposit,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.172213,,Enterprise System
TR00458970,ACC00007760,,,2025-03-27 03:21:24,Credit,UPI,Success,14378.07,INR,TXNUTR202608031012480366,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.173208,,Enterprise System
TR00458971,ACC00007716,MER00001129,,2010-10-27 17:19:43,POS Purchase,POS,Success,59997.64,INR,TXNUTR202608036494776528,POS Purchase at Sai Parsa Water Supply,NADIA,WEST BENGAL,No,2026-08-03 12:22:48.173208,,Enterprise System
TR00458972,ACC00007762,,CD00008135,2021-09-22 04:24:28,Withdrawal,Branch,Success,16088.88,INR,TXNUTR202608033609691185,Cash Withdrawal,UDALGURI,ASSAM,No,2026-08-03 12:22:48.173208,,Enterprise System
TR00458973,ACC00007741,MER00001149,CD00008114,2022-03-21 07:58:56,Online Payment,Mobile Banking,Success,35471.39,INR,TXNUTR202608037111030377,Online Payment to Sai Subramanian Gas Services,UNNAO,UTTAR PRADESH,No,2026-08-03 12:22:48.173208,,Enterprise System
TR00458974,ACC00007706,MER00001112,CD00008072,2025-10-15 04:40:17,POS Purchase,POS,Success,14062.14,INR,TXNUTR202608038962911837,POS Purchase at Shree Rajan Electricity,CHITRADURGA,KARNATAKA,No,2026-08-03 12:22:48.174207,,Enterprise System
TR00458975,ACC00007760,,,2023-10-03 23:00:35,Credit,IMPS,Success,397840.01,INR,TXNUTR202608039390150208,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.174207,,Enterprise System
TR00458976,ACC00007745,,CD00008117,2025-08-04 17:20:14,Deposit,Cheque,Success,287294.73,INR,TXNUTR202608036380170413,Cash Deposit,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.174207,,Enterprise System
TR00458977,ACC00007744,,,2026-07-22 10:33:59,Debit,ATM,Success,6520.55,INR,TXNUTR202608030567851834,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.174207,,Enterprise System
TR00458978,ACC00007721,,CD00008089,2026-04-02 19:05:05,Transfer,IMPS,Success,370514.91,INR,TXNUTR202608034508249222,IMPS Transfer,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.174207,,Enterprise System
TR00458979,ACC00007709,MER00001103,CD00008075,2015-03-19 20:53:17,Bill Payment,UPI,Success,16788.59,INR,TXNUTR202608038866546723,Bill Payment - Om Salvi Fresh,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.174207,,Enterprise System
TR00458980,ACC00007744,,,2026-01-05 18:28:20,Debit,POS,Success,39273.87,INR,TXNUTR202608039724829533,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.174207,,Enterprise System
TR00458981,ACC00007741,,CD00008114,2023-10-26 17:51:42,Credit,RTGS,Completed,265859.92,INR,TXNUTR202608037890093325,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.174207,,Enterprise System
TR00458982,ACC00007743,MER00001146,CD00008116,2021-01-31 05:13:02,Online Payment,UPI,Success,47.17,INR,TXNUTR202608030633804814,Online Payment to Shree Mani Enterprise,AURANGABAD,MAHARASHTRA,No,2026-08-03 12:22:48.175203,,Enterprise System
TR00458983,ACC00007769,MER00001109,,2012-12-16 10:38:51,POS Purchase,POS,Success,1520.33,INR,TXNUTR202608032592893384,POS Purchase at National Kade Mart,Noklak,NAGALAND,Yes,2026-08-03 12:22:48.175203,,Enterprise System
TR00458984,ACC00007729,,,2021-04-29 00:03:29,Withdrawal,ATM,Success,1521.51,INR,TXNUTR202608035826848571,Cash Withdrawal,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.175203,,Enterprise System
TR00458985,ACC00007735,,CD00008106,2021-12-31 19:25:05,Credit,RTGS,Success,900807.37,INR,TXNUTR202608034376920974,Funds Credited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.176120,,Enterprise System
TR00458986,ACC00007731,,,2026-08-01 09:41:57,Credit,IMPS,Success,348467.92,INR,TXNUTR202608032675904825,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.176120,,Enterprise System
TR00458987,ACC00007748,,CD00008121,2020-03-17 23:22:21,Debit,POS,Success,4467.43,INR,TXNUTR202608031111375872,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.176120,,Enterprise System
TR00458988,ACC00007745,,CD00008117,2024-03-28 02:12:35,Deposit,Cheque,Success,207452.33,INR,TXNUTR202608030325511024,Cash Deposit,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.176120,,Enterprise System
TR00458989,ACC00007702,,CD00008067,2008-08-16 10:05:55,Transfer,RTGS,Success,1215356.96,INR,TXNUTR202608035203503963,RTGS Transfer,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.176120,,Enterprise System
TR00458990,ACC00007739,,CD00008112,2025-05-31 22:37:56,Credit,IMPS,Success,19673.9,INR,TXNUTR202608030670569063,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.176120,,Enterprise System
TR00458991,ACC00007701,,CD00008065,2025-09-30 03:04:36,Debit,UPI,Success,6193.19,INR,TXNUTR202608039499462011,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.176120,,Enterprise System
TR00458992,ACC00007727,,CD00008097,2017-11-28 08:15:50,Credit,IMPS,Success,336949.53,INR,TXNUTR202608030435766113,Funds Credited,CHANGLANG,ARUNACHAL PRADESH,No,2026-08-03 12:22:48.177218,,Enterprise System
TR00458993,ACC00007766,MER00001115,CD00008139,2026-06-29 22:53:55,Online Payment,UPI,Success,1864.97,INR,TXNUTR202608038004468779,Online Payment to Royal Kamdar Tours,BANKURA,WEST BENGAL,No,2026-08-03 12:22:48.177218,,Enterprise System
TR00458994,ACC00007707,,CD00008073,2025-07-14 02:54:49,Credit,IMPS,Success,316717.92,INR,TXNUTR202608033582030364,Funds Credited,TUMAKURU,KARNATAKA,No,2026-08-03 12:22:48.178205,,Enterprise System
TR00458995,ACC00007748,,CD00008121,2013-01-30 13:17:19,Credit,NEFT,Success,370883.0,INR,TXNUTR202608032045633280,Funds Credited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.178205,,Enterprise System
TR00458996,ACC00007750,MER00001106,CD00008123,2023-01-29 10:44:28,POS Purchase,POS,Success,73022.09,INR,TXNUTR202608030746725186,POS Purchase at Modern Bir Store,AYODHYA,UTTAR PRADESH,No,2026-08-03 12:22:48.178205,,Enterprise System
TR00458997,ACC00007735,,CD00008106,2021-03-04 17:45:50,Transfer,NEFT,Success,110842.81,INR,TXNUTR202608036075614133,NEFT Transfer,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.178205,,Enterprise System
TR00458998,ACC00007754,,,2026-03-22 15:17:15,Deposit,Cheque,Success,334423.5,INR,TXNUTR202608033478727896,Cash Deposit,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.178205,,Enterprise System
TR00458999,ACC00007748,,CD00008121,2024-09-23 07:16:14,Deposit,ATM,Pending,19446.01,INR,TXNUTR202608034145914387,Cash Deposit,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.178205,,Enterprise System
TR00459000,ACC00007768,MER00001137,CD00008141,2018-04-22 02:39:17,POS Purchase,POS,Success,62790.29,INR,TXNUTR202608036175477492,POS Purchase at New Andra Outlet,RAJKOT,GUJARAT,No,2026-08-03 12:22:48.179220,,Enterprise System
TR00459001,ACC00007709,,CD00008075,2023-10-02 04:44:04,Debit,UPI,Success,444.07,INR,TXNUTR202608033707051987,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.179220,,Enterprise System
TR00459002,ACC00007758,,CD00008130,2025-07-30 10:06:16,Debit,POS,Success,57586.75,INR,TXNUTR202608035246715374,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.179220,,Enterprise System
TR00459003,ACC00007714,MER00001105,,2026-07-11 10:27:28,Bill Payment,UPI,Success,16860.41,INR,TXNUTR202608036142616460,Bill Payment - New Prasad Fresh,PRAKASAM,ANDHRA PRADESH,No,2026-08-03 12:22:48.179220,,Enterprise System
TR00459004,ACC00007764,MER00001131,,2023-03-06 08:00:57,Online Payment,Mobile Banking,Success,19484.4,INR,TXNUTR202608030074580115,Online Payment to Shree Varkey Restaurant,PERAMBALUR,TAMIL NADU,No,2026-08-03 12:22:48.180408,,Enterprise System
TR00459005,ACC00007702,MER00001101,CD00008066,2012-03-01 17:20:03,POS Purchase,POS,Success,65406.83,INR,TXNUTR202608032295569237,POS Purchase at Om Apte Communications,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.180408,,Enterprise System
TR00459006,ACC00007745,,CD00008117,2025-05-24 08:40:13,Credit,UPI,Success,19933.19,INR,TXNUTR202608036370906918,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.180408,,Enterprise System
TR00459007,ACC00007751,MER00001133,,2019-06-08 02:12:48,Online Payment,UPI,Success,17009.86,INR,TXNUTR202608038539491805,Online Payment to Om Basu Corporation,SANGAREDDY,TELANGANA,No,2026-08-03 12:22:48.180408,,Enterprise System
TR00459008,ACC00007706,,CD00008072,2026-02-26 19:34:55,Credit,RTGS,Success,223410.02,INR,TXNUTR202608036845392399,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.180408,,Enterprise System
TR00459009,ACC00007739,,CD00008112,2026-05-21 17:51:29,Deposit,Branch,Success,91917.3,INR,TXNUTR202608038650168388,Cash Deposit,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.181494,,Enterprise System
TR00459010,ACC00007738,,CD00008110,2015-11-17 02:16:51,Deposit,ATM,Success,16956.85,INR,TXNUTR202608031725118089,Cash Deposit,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.181494,,Enterprise System
TR00459011,ACC00007760,,,2022-11-04 23:33:36,Debit,POS,Success,36435.26,INR,TXNUTR202608032139622983,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.181494,,Enterprise System
TR00459012,ACC00007716,,,2008-03-26 19:31:13,Debit,UPI,Success,16328.87,INR,TXNUTR202608036519711958,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.181494,,Enterprise System
TR00459013,ACC00007737,,CD00008109,2015-03-16 10:07:46,Deposit,Cheque,Success,237711.33,INR,TXNUTR202608039759354227,Cash Deposit,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.181494,,Enterprise System
TR00459014,ACC00007761,,CD00008133,2021-05-17 10:17:41,Credit,Branch,Success,51506.82,INR,TXNUTR202608033012803530,Funds Credited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.181494,,Enterprise System
TR00459015,ACC00007770,,CD00008142,2026-04-17 12:08:41,Debit,Mobile Banking,Success,68786.35,INR,TXNUTR202608035295436513,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.181494,,Enterprise System
TR00459016,ACC00007721,,CD00008089,2026-07-04 22:20:33,Transfer,RTGS,Success,1642537.7,INR,TXNUTR202608039523231614,RTGS Transfer,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.181494,,Enterprise System
TR00459017,ACC00007719,,CD00008087,2015-03-26 13:51:56,Debit,UPI,Success,622.27,INR,TXNUTR202608037616319779,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.181494,,Enterprise System
TR00459018,ACC00007704,MER00001125,CD00008068,2026-06-15 21:06:05,Bill Payment,Online Banking,Success,78134.93,INR,TXNUTR202608037228237944,Bill Payment - Sai Pillay Store,ERNAKULAM,KERALA,No,2026-08-03 12:22:48.182496,,Enterprise System
TR00459019,ACC00007703,,,2025-10-09 14:23:47,Debit,POS,Success,28939.16,INR,TXNUTR202608039767126572,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.182496,,Enterprise System
TR00459020,ACC00007738,,CD00008110,2018-01-05 15:00:17,Credit,UPI,Success,4134.63,INR,TXNUTR202608032782714573,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.182496,,Enterprise System
TR00459021,ACC00007757,,CD00008129,2023-09-13 07:08:25,Debit,Online Banking,Success,36220.25,INR,TXNUTR202608036786087034,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.182496,,Enterprise System
TR00459022,ACC00007742,,CD00008115,2018-01-29 17:22:35,Withdrawal,ATM,Success,1694.51,INR,TXNUTR202608035401911619,Cash Withdrawal,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.182496,,Enterprise System
TR00459023,ACC00007731,,,2025-09-23 00:43:40,Debit,Mobile Banking,Success,77136.18,INR,TXNUTR202608038603468407,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.182496,,Enterprise System
TR00459024,ACC00007749,,CD00008122,2026-07-06 17:12:34,Transfer,NEFT,Success,442357.4,INR,TXNUTR202608034294501751,NEFT Transfer,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.182496,,Enterprise System
TR00459025,ACC00007765,MER00001114,CD00008137,2025-08-10 06:50:40,POS Purchase,POS,Success,9148.21,INR,TXNUTR202608034162226210,POS Purchase at Royal Hayre Cafe,PURBI CHAMPARAN,BIHAR,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459026,ACC00007743,,CD00008116,2012-01-19 14:30:47,Credit,Branch,Success,29118.56,INR,TXNUTR202608032872449139,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459027,ACC00007732,,CD00008102,2016-10-18 19:45:09,Withdrawal,Branch,Pending,83540.0,INR,TXNUTR202608032074101403,Cash Withdrawal,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459028,ACC00007769,,,2024-10-04 13:07:28,Deposit,Cheque,Success,507668.4,INR,TXNUTR202608035788535030,Cash Deposit,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459029,ACC00007768,,CD00008141,2020-01-29 21:49:31,Credit,UPI,Success,11645.18,INR,TXNUTR202608034527929925,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459030,ACC00007750,,CD00008123,2025-08-14 20:05:30,Transfer,NEFT,Success,469567.16,INR,TXNUTR202608039619952829,NEFT Transfer,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459031,ACC00007765,,CD00008137,2025-04-28 21:47:57,Credit,IMPS,Success,429086.44,INR,TXNUTR202608033075172052,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459032,ACC00007757,,CD00008129,2025-01-05 01:51:22,Deposit,Branch,Success,484390.25,INR,TXNUTR202608038821535808,Cash Deposit,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459033,ACC00007708,,CD00008074,2025-09-22 08:17:36,Credit,Branch,Success,5449.04,INR,TXNUTR202608033130540341,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459034,ACC00007714,,,2026-05-16 09:33:04,Debit,Online Banking,Success,66470.19,INR,TXNUTR202608032052588305,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459035,ACC00007710,,CD00008076,2022-05-30 12:48:46,Credit,UPI,Success,16078.14,INR,TXNUTR202608039160220917,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.183500,,Enterprise System
TR00459036,ACC00007720,,CD00008088,2026-05-27 20:03:00,Credit,UPI,Success,24071.02,INR,TXNUTR202608035715450994,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.184505,,Enterprise System
TR00459037,ACC00007729,,,2024-12-16 02:15:19,Transfer,IMPS,Success,395472.81,INR,TXNUTR202608033140370804,IMPS Transfer,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.184505,,Enterprise System
TR00459038,ACC00007761,,CD00008132,2024-12-07 08:55:52,Transfer,NEFT,Success,417136.34,INR,TXNUTR202608031050907086,NEFT Transfer,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.184505,,Enterprise System
TR00459039,ACC00007704,,CD00008069,2024-07-05 00:31:56,Debit,POS,Success,55998.9,INR,TXNUTR202608039240159421,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.184505,,Enterprise System
TR00459040,ACC00007712,MER00001140,CD00008077,2021-08-28 16:15:45,POS Purchase,POS,Success,62103.42,INR,TXNUTR202608034787015930,POS Purchase at Sai Andra Electricity,CUDDALORE,TAMIL NADU,No,2026-08-03 12:22:48.184505,,Enterprise System
TR00459041,ACC00007715,,CD00008081,2014-09-07 18:37:44,Credit,IMPS,Success,20407.07,INR,TXNUTR202608036797485613,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.184505,,Enterprise System
TR00459042,ACC00007743,,CD00008116,2024-12-01 21:01:50,Transfer,IMPS,Success,263455.81,INR,TXNUTR202608030657572544,IMPS Transfer,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.184505,,Enterprise System
TR00459043,ACC00007731,,,2025-12-07 10:10:08,Debit,ATM,Success,3256.63,INR,TXNUTR202608034976434403,Funds Debited,AGRA,UTTAR PRADESH,No,2026-08-03 12:22:48.185516,,Enterprise System
TR00459044,ACC00007705,,CD00008070,2024-11-28 04:02:42,Credit,NEFT,Success,251450.33,INR,TXNUTR202608031930953113,Funds Credited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.185516,,Enterprise System
TR00459045,ACC00007732,MER00001149,CD00008102,2020-04-23 06:21:47,POS Purchase,POS,Success,32909.45,INR,TXNUTR202608036682829221,POS Purchase at Sai Subramanian Gas Services,UNNAO,UTTAR PRADESH,No,2026-08-03 12:22:48.185516,,Enterprise System
TR00459046,ACC00007728,,CD00008098,2021-11-29 08:51:06,Credit,UPI,Success,23863.88,INR,TXNUTR202608034718560997,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.185516,,Enterprise System
TR00459047,ACC00007762,MER00001140,CD00008134,2025-07-18 06:21:29,Bill Payment,Mobile Banking,Success,94521.31,INR,TXNUTR202608031386746252,Bill Payment - Sai Andra Electricity,CUDDALORE,TAMIL NADU,No,2026-08-03 12:22:48.186497,,Enterprise System
TR00459048,ACC00007706,,CD00008072,2025-01-20 08:18:12,Transfer,RTGS,Success,1760236.21,INR,TXNUTR202608030102341268,RTGS Transfer,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.186497,,Enterprise System
TR00459049,ACC00007701,,CD00008065,2026-03-07 12:17:28,Transfer,Mobile Banking,Success,28095.64,INR,TXNUTR202608039650585260,Mobile Banking Transfer,THIRUVARUR,TAMIL NADU,No,2026-08-03 12:22:48.186497,,Enterprise System
TR00459050,ACC00007718,,CD00008086,2022-06-13 17:27:21,Deposit,ATM,Success,2185.0,INR,TXNUTR202608037967838787,Cash Deposit,UDALGURI,ASSAM,No,2026-08-03 12:22:48.186497,,Enterprise System
TR00459051,ACC00007719,,CD00008087,2014-12-27 15:33:30,Credit,RTGS,Success,378598.01,INR,TXNUTR202608038785310894,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.187504,,Enterprise System
TR00459052,ACC00007717,,CD00008084,2026-06-30 14:04:48,Deposit,Branch,Success,73416.84,INR,TXNUTR202608030784361831,Cash Deposit,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.187504,,Enterprise System
TR00459053,ACC00007739,,CD00008112,2026-04-13 16:22:16,Debit,UPI,Success,11953.24,INR,TXNUTR202608038565939054,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.187504,,Enterprise System
TR00459054,ACC00007738,,CD00008110,2026-07-02 23:42:08,Deposit,ATM,Success,9511.88,INR,TXNUTR202608035471173928,Cash Deposit,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.187504,,Enterprise System
TR00459055,ACC00007726,,CD00008095,2025-10-12 23:34:17,Debit,UPI,Success,334.64,INR,TXNUTR202608031511931449,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.187504,,Enterprise System
TR00459056,ACC00007757,,CD00008129,2024-10-04 10:57:13,Debit,ATM,Success,2079.46,INR,TXNUTR202608036456179135,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.187504,,Enterprise System
TR00459057,ACC00007746,,CD00008118,2020-12-08 00:01:31,Debit,UPI,Success,5080.26,INR,TXNUTR202608038912300121,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.187504,,Enterprise System
TR00459058,ACC00007744,,,2025-11-25 00:37:56,Debit,POS,Success,13225.12,INR,TXNUTR202608037690805757,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.187504,,Enterprise System
TR00459059,ACC00007770,MER00001115,CD00008143,2022-05-05 00:07:50,POS Purchase,POS,Success,35277.18,INR,TXNUTR202608035539744030,POS Purchase at Royal Kamdar Tours,BANKURA,WEST BENGAL,No,2026-08-03 12:22:48.187504,,Enterprise System
TR00459060,ACC00007710,MER00001104,CD00008076,2022-07-25 14:47:34,POS Purchase,POS,Success,49821.78,INR,TXNUTR202608033393979391,POS Purchase at Om Kashyap Cinema,RATNAGIRI,MAHARASHTRA,No,2026-08-03 12:22:48.188516,,Enterprise System
TR00459061,ACC00007712,,CD00008077,2019-11-10 21:02:10,Debit,Online Banking,Success,75077.29,INR,TXNUTR202608039427432491,Funds Debited,JALANDHAR,PUNJAB,No,2026-08-03 12:22:48.189509,,Enterprise System
TR00459062,ACC00007706,,CD00008071,2026-02-01 17:58:53,Withdrawal,Branch,Success,41222.95,INR,TXNUTR202608038471227523,Cash Withdrawal,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.189509,,Enterprise System
TR00459063,ACC00007765,,CD00008137,2025-09-25 17:05:23,Credit,UPI,Success,10009.69,INR,TXNUTR202608034718928320,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.189509,,Enterprise System
TR00459064,ACC00007710,,CD00008076,2022-01-16 05:53:11,Credit,RTGS,Success,388120.57,INR,TXNUTR202608039487555139,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.189509,,Enterprise System
TR00459065,ACC00007742,,CD00008115,2017-09-19 21:17:16,Debit,ATM,Success,18446.82,INR,TXNUTR202608033137133300,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.190114,,Enterprise System
TR00459066,ACC00007717,,CD00008083,2026-03-01 15:24:36,Transfer,IMPS,Success,359641.92,INR,TXNUTR202608030715500206,IMPS Transfer,SALEM,TAMIL NADU,No,2026-08-03 12:22:48.190114,,Enterprise System
TR00459067,ACC00007741,,CD00008114,2019-10-15 07:11:14,Debit,Online Banking,Success,65579.85,INR,TXNUTR202608031045497461,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.190114,,Enterprise System
TR00459068,ACC00007735,MER00001110,CD00008106,2025-07-13 07:26:56,POS Purchase,POS,Success,24407.92,INR,TXNUTR202608038950618803,POS Purchase at Prime Devan Fuel Station,INDORE,MADHYA PRADESH,No,2026-08-03 12:22:48.190114,,Enterprise System
TR00459069,ACC00007743,,CD00008116,2018-07-01 06:08:36,Credit,NEFT,Success,174711.0,INR,TXNUTR202608030411750372,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:48.190114,,Enterprise System
TR00459070,ACC00007705,,CD00008070,2023-10-15 02:49:58,Debit,POS,Success,33838.82,INR,TXNUTR202608031004484723,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:48.190114,,Enterprise System
TR00459071,ACC00007768,,CD00008141,2020-04-22 17:15:10,Credit,Branch,Success,41887.84,INR,TXNUTR202608036014698855,Funds Credited,UDALGURI,ASSAM,No,2026-08-03 12:22:48.190114,,Enterprise System
TR00459072,ACC00007742,,CD00008115,2022-10-26 21:05:37,Debit,Mobile Banking,Success,17612.68,INR,TXNUTR202608030081720938,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:48.190114,,Enterprise System
TR00459073,ACC00007745,MER00001131,CD00008117,2025-08-13 12:42:07,POS Purchase,POS,Success,47439.33,INR,TXNUTR202608037823000525,POS Purchase at Shree Varkey Restaurant,PERAMBALUR,TAMIL NADU,No,2026-08-03 12:22:48.191226,,Enterprise System
