USER_TYPE,USER_ID,MOCK_PASSWORD,STATUS,DESIGNATION (IF REQUIRED)
CUSTOMER,CUST00003321,Cust@3321x,ACTIVE, 
CUSTOMER,CUST00003322,Cust@3322x,ACTIVE, 
CUSTOMER,CUST00003323,Cust@3323x,ACTIVE, 
CUSTOMER,CUST00003324,Cust@3324x,ACTIVE, 
CUSTOMER,CUST00003325,Cust@3325x,ACTIVE, 
CUSTOMER,CUST00003326,Cust@3326x,ACTIVE, 
CUSTOMER,CUST00003327,Cust@3327x,CLOSED, 
CUSTOMER,CUST00003328,Cust@3328x,ACTIVE, 
CUSTOMER,CUST00003329,Cust@3329x,ACTIVE, 
CUSTOMER,CUST00003330,Cust@3330x,ACTIVE, 
CUSTOMER,CUST00003331,Cust@3331x,ACTIVE, 
CUSTOMER,CUST00003332,Cust@3332x,ACTIVE, 
CUSTOMER,CUST00003333,Cust@3333x,ACTIVE, 
CUSTOMER,CUST00003334,Cust@3334x,ACTIVE, 
CUSTOMER,CUST00003335,Cust@3335x,ACTIVE, 
CUSTOMER,CUST00003336,Cust@3336x,ACTIVE, 
CUSTOMER,CUST00003337,Cust@3337x,ACTIVE, 
CUSTOMER,CUST00003338,Cust@3338x,ACTIVE, 
CUSTOMER,CUST00003339,Cust@3339x,ACTIVE, 
CUSTOMER,CUST00003340,Cust@3340x,ACTIVE, 
CUSTOMER,CUST00003341,Cust@3341x,ACTIVE, 
CUSTOMER,CUST00003342,Cust@3342x,ACTIVE, 
CUSTOMER,CUST00003343,Cust@3343x,ACTIVE, 
CUSTOMER,CUST00003344,Cust@3344x,DORMANT, 
CUSTOMER,CUST00003345,Cust@3345x,ACTIVE, 
CUSTOMER,CUST00003346,Cust@3346x,ACTIVE, 
CUSTOMER,CUST00003347,Cust@3347x,ACTIVE, 
CUSTOMER,CUST00003348,Cust@3348x,ACTIVE, 
CUSTOMER,CUST00003349,Cust@3349x,ACTIVE, 
CUSTOMER,CUST00003350,Cust@3350x,ACTIVE, 
CUSTOMER,CUST00003351,Cust@3351x,ACTIVE, 
CUSTOMER,CUST00003352,Cust@3352x,CLOSED, 
CUSTOMER,CUST00003353,Cust@3353x,ACTIVE, 
CUSTOMER,CUST00003354,Cust@3354x,ACTIVE, 
CUSTOMER,CUST00003355,Cust@3355x,ACTIVE, 
CUSTOMER,CUST00003356,Cust@3356x,BLOCKED, 
CUSTOMER,CUST00003357,Cust@3357x,ACTIVE, 
CUSTOMER,CUST00003358,Cust@3358x,CLOSED, 
CUSTOMER,CUST00003359,Cust@3359x,ACTIVE, 
CUSTOMER,CUST00003360,Cust@3360x,ACTIVE, 
CUSTOMER,CUST00003361,Cust@3361x,ACTIVE, 
CUSTOMER,CUST00003362,Cust@3362x,DORMANT, 
CUSTOMER,CUST00003363,Cust@3363x,BLOCKED, 
CUSTOMER,CUST00003364,Cust@3364x,ACTIVE, 
CUSTOMER,CUST00003365,Cust@3365x,ACTIVE, 
CUSTOMER,CUST00003366,Cust@3366x,ACTIVE, 
CUSTOMER,CUST00003367,Cust@3367x,ACTIVE, 
CUSTOMER,CUST00003368,Cust@3368x,DORMANT, 
CUSTOMER,CUST00003369,Cust@3369x,ACTIVE, 
CUSTOMER,CUST00003370,Cust@3370x,ACTIVE, 
CUSTOMER,CUST00003371,Cust@3371x,ACTIVE, 
CUSTOMER,CUST00003372,Cust@3372x,ACTIVE, 
CUSTOMER,CUST00003373,Cust@3373x,BLOCKED, 
CUSTOMER,CUST00003374,Cust@3374x,ACTIVE, 
CUSTOMER,CUST00003375,Cust@3375x,DORMANT, 
CUSTOMER,CUST00003376,Cust@3376x,ACTIVE, 
CUSTOMER,CUST00003377,Cust@3377x,ACTIVE, 
CUSTOMER,CUST00003378,Cust@3378x,CLOSED, 
CUSTOMER,CUST00003379,Cust@3379x,ACTIVE, 
CUSTOMER,CUST00003380,Cust@3380x,ACTIVE, 
CUSTOMER,CUST00003381,Cust@3381x,ACTIVE, 
CUSTOMER,CUST00003382,Cust@3382x,DORMANT, 
CUSTOMER,CUST00003383,Cust@3383x,ACTIVE, 
CUSTOMER,CUST00003384,Cust@3384x,ACTIVE, 
CUSTOMER,CUST00003385,Cust@3385x,ACTIVE, 
CUSTOMER,CUST00003386,Cust@3386x,DORMANT, 
CUSTOMER,CUST00003387,Cust@3387x,ACTIVE, 
CUSTOMER,CUST00003388,Cust@3388x,ACTIVE, 
CUSTOMER,CUST00003389,Cust@3389x,ACTIVE, 
CUSTOMER,CUST00003390,Cust@3390x,ACTIVE, 
CUSTOMER,CUST00003391,Cust@3391x,ACTIVE, 
CUSTOMER,CUST00003392,Cust@3392x,ACTIVE, 
CUSTOMER,CUST00003393,Cust@3393x,ACTIVE, 
CUSTOMER,CUST00003394,Cust@3394x,ACTIVE, 
CUSTOMER,CUST00003395,Cust@3395x,ACTIVE, 
CUSTOMER,CUST00003396,Cust@3396x,ACTIVE, 
CUSTOMER,CUST00003397,Cust@3397x,ACTIVE, 
CUSTOMER,CUST00003398,Cust@3398x,DORMANT, 
CUSTOMER,CUST00003399,Cust@3399x,ACTIVE, 
CUSTOMER,CUST00003400,Cust@3400x,ACTIVE, 
CUSTOMER,CUST00003401,Cust@3401x,ACTIVE, 
CUSTOMER,CUST00003402,Cust@3402x,ACTIVE, 
CUSTOMER,CUST00003403,Cust@3403x,ACTIVE, 
CUSTOMER,CUST00003404,Cust@3404x,ACTIVE, 
CUSTOMER,CUST00003405,Cust@3405x,ACTIVE, 
CUSTOMER,CUST00003406,Cust@3406x,ACTIVE, 
CUSTOMER,CUST00003407,Cust@3407x,ACTIVE, 
CUSTOMER,CUST00003408,Cust@3408x,ACTIVE, 
CUSTOMER,CUST00003409,Cust@3409x,ACTIVE, 
CUSTOMER,CUST00003410,Cust@3410x,DORMANT, 
CUSTOMER,CUST00003411,Cust@3411x,ACTIVE, 
CUSTOMER,CUST00003412,Cust@3412x,ACTIVE, 
CUSTOMER,CUST00003413,Cust@3413x,ACTIVE, 
CUSTOMER,CUST00003414,Cust@3414x,ACTIVE, 
CUSTOMER,CUST00003415,Cust@3415x,BLOCKED, 
CUSTOMER,CUST00003416,Cust@3416x,BLOCKED, 
CUSTOMER,CUST00003417,Cust@3417x,ACTIVE, 
CUSTOMER,CUST00003418,Cust@3418x,ACTIVE, 
CUSTOMER,CUST00003419,Cust@3419x,ACTIVE, 
CUSTOMER,CUST00003420,Cust@3420x,ACTIVE, 
CUSTOMER,CUST00003421,Cust@3421x,ACTIVE, 
CUSTOMER,CUST00003422,Cust@3422x,ACTIVE, 
CUSTOMER,CUST00003423,Cust@3423x,ACTIVE, 
CUSTOMER,CUST00003424,Cust@3424x,ACTIVE, 
CUSTOMER,CUST00003425,Cust@3425x,ACTIVE, 
CUSTOMER,CUST00003426,Cust@3426x,ACTIVE, 
CUSTOMER,CUST00003427,Cust@3427x,BLOCKED, 
CUSTOMER,CUST00003428,Cust@3428x,ACTIVE, 
CUSTOMER,CUST00003429,Cust@3429x,ACTIVE, 
CUSTOMER,CUST00003430,Cust@3430x,ACTIVE, 
CUSTOMER,CUST00003431,Cust@3431x,ACTIVE, 
CUSTOMER,CUST00003432,Cust@3432x,ACTIVE, 
CUSTOMER,CUST00003433,Cust@3433x,ACTIVE, 
CUSTOMER,CUST00003434,Cust@3434x,ACTIVE, 
CUSTOMER,CUST00003435,Cust@3435x,DORMANT, 
CUSTOMER,CUST00003436,Cust@3436x,ACTIVE, 
CUSTOMER,CUST00003437,Cust@3437x,ACTIVE, 
CUSTOMER,CUST00003438,Cust@3438x,ACTIVE, 
CUSTOMER,CUST00003439,Cust@3439x,CLOSED, 
CUSTOMER,CUST00003440,Cust@3440x,ACTIVE, 
CUSTOMER,CUST00003441,Cust@3441x,ACTIVE, 
CUSTOMER,CUST00003442,Cust@3442x,ACTIVE, 
CUSTOMER,CUST00003443,Cust@3443x,ACTIVE, 
CUSTOMER,CUST00003444,Cust@3444x,ACTIVE, 
CUSTOMER,CUST00003445,Cust@3445x,ACTIVE, 
CUSTOMER,CUST00003446,Cust@3446x,ACTIVE, 
CUSTOMER,CUST00003447,Cust@3447x,ACTIVE, 
CUSTOMER,CUST00003448,Cust@3448x,ACTIVE, 
CUSTOMER,CUST00003449,Cust@3449x,ACTIVE, 
CUSTOMER,CUST00003450,Cust@3450x,ACTIVE, 
CUSTOMER,CUST00003451,Cust@3451x,ACTIVE, 
CUSTOMER,CUST00003452,Cust@3452x,BLOCKED, 
CUSTOMER,CUST00003453,Cust@3453x,ACTIVE, 
CUSTOMER,CUST00003454,Cust@3454x,ACTIVE, 
CUSTOMER,CUST00003455,Cust@3455x,ACTIVE, 
CUSTOMER,CUST00003456,Cust@3456x,ACTIVE, 
CUSTOMER,CUST00003457,Cust@3457x,ACTIVE, 
CUSTOMER,CUST00003458,Cust@3458x,ACTIVE, 
CUSTOMER,CUST00003459,Cust@3459x,ACTIVE, 
CUSTOMER,CUST00003460,Cust@3460x,CLOSED, 
CUSTOMER,CUST00003461,Cust@3461x,ACTIVE, 
CUSTOMER,CUST00003462,Cust@3462x,ACTIVE, 
CUSTOMER,CUST00003463,Cust@3463x,ACTIVE, 
CUSTOMER,CUST00003464,Cust@3464x,ACTIVE, 
CUSTOMER,CUST00003465,Cust@3465x,BLOCKED, 
CUSTOMER,CUST00003466,Cust@3466x,ACTIVE, 
CUSTOMER,CUST00003467,Cust@3467x,ACTIVE, 
CUSTOMER,CUST00003468,Cust@3468x,ACTIVE, 
CUSTOMER,CUST00003469,Cust@3469x,BLOCKED, 
CUSTOMER,CUST00003470,Cust@3470x,ACTIVE, 
CUSTOMER,CUST00003471,Cust@3471x,ACTIVE, 
CUSTOMER,CUST00003472,Cust@3472x,ACTIVE, 
CUSTOMER,CUST00003473,Cust@3473x,ACTIVE, 
CUSTOMER,CUST00003474,Cust@3474x,CLOSED, 
CUSTOMER,CUST00003475,Cust@3475x,ACTIVE, 
CUSTOMER,CUST00003476,Cust@3476x,ACTIVE, 
CUSTOMER,CUST00003477,Cust@3477x,ACTIVE, 
CUSTOMER,CUST00003478,Cust@3478x,ACTIVE, 
CUSTOMER,CUST00003479,Cust@3479x,ACTIVE, 
CUSTOMER,CUST00003480,Cust@3480x,ACTIVE, 
CUSTOMER,CUST00003481,Cust@3481x,DORMANT, 
CUSTOMER,CUST00003482,Cust@3482x,ACTIVE, 
CUSTOMER,CUST00003483,Cust@3483x,ACTIVE, 
CUSTOMER,CUST00003484,Cust@3484x,ACTIVE, 
CUSTOMER,CUST00003485,Cust@3485x,ACTIVE, 
CUSTOMER,CUST00003486,Cust@3486x,ACTIVE, 
CUSTOMER,CUST00003487,Cust@3487x,ACTIVE, 
CUSTOMER,CUST00003488,Cust@3488x,ACTIVE, 
CUSTOMER,CUST00003489,Cust@3489x,ACTIVE, 
CUSTOMER,CUST00003490,Cust@3490x,ACTIVE, 
CUSTOMER,CUST00003491,Cust@3491x,ACTIVE, 
CUSTOMER,CUST00003492,Cust@3492x,ACTIVE, 
CUSTOMER,CUST00003493,Cust@3493x,ACTIVE, 
CUSTOMER,CUST00003494,Cust@3494x,ACTIVE, 
CUSTOMER,CUST00003495,Cust@3495x,ACTIVE, 
CUSTOMER,CUST00003496,Cust@3496x,ACTIVE, 
CUSTOMER,CUST00003497,Cust@3497x,ACTIVE, 
CUSTOMER,CUST00003498,Cust@3498x,DORMANT, 
CUSTOMER,CUST00003499,Cust@3499x,ACTIVE, 
CUSTOMER,CUST00003500,Cust@3500x,ACTIVE, 
CUSTOMER,CUST00003501,Cust@3501x,ACTIVE, 
CUSTOMER,CUST00003502,Cust@3502x,ACTIVE, 
CUSTOMER,CUST00003503,Cust@3503x,BLOCKED, 
CUSTOMER,CUST00003504,Cust@3504x,ACTIVE, 
CUSTOMER,CUST00003505,Cust@3505x,ACTIVE, 
CUSTOMER,CUST00003506,Cust@3506x,ACTIVE, 
CUSTOMER,CUST00003507,Cust@3507x,DORMANT, 
CUSTOMER,CUST00003508,Cust@3508x,ACTIVE, 
CUSTOMER,CUST00003509,Cust@3509x,ACTIVE, 
CUSTOMER,CUST00003510,Cust@3510x,ACTIVE, 
CUSTOMER,CUST00003511,Cust@3511x,ACTIVE, 
CUSTOMER,CUST00003512,Cust@3512x,DORMANT, 
CUSTOMER,CUST00003513,Cust@3513x,ACTIVE, 
CUSTOMER,CUST00003514,Cust@3514x,CLOSED, 
CUSTOMER,CUST00003515,Cust@3515x,ACTIVE, 
CUSTOMER,CUST00003516,Cust@3516x,ACTIVE, 
CUSTOMER,CUST00003517,Cust@3517x,ACTIVE, 
CUSTOMER,CUST00003518,Cust@3518x,DORMANT, 
CUSTOMER,CUST00003519,Cust@3519x,ACTIVE, 
CUSTOMER,CUST00003520,Cust@3520x,BLOCKED, 
CUSTOMER,CUST00003521,Cust@3521x,ACTIVE, 
CUSTOMER,CUST00003522,Cust@3522x,ACTIVE, 
CUSTOMER,CUST00003523,Cust@3523x,ACTIVE, 
CUSTOMER,CUST00003524,Cust@3524x,ACTIVE, 
CUSTOMER,CUST00003525,Cust@3525x,ACTIVE, 
CUSTOMER,CUST00003526,Cust@3526x,ACTIVE, 
CUSTOMER,CUST00003527,Cust@3527x,ACTIVE, 
CUSTOMER,CUST00003528,Cust@3528x,ACTIVE, 
CUSTOMER,CUST00003529,Cust@3529x,BLOCKED, 
CUSTOMER,CUST00003530,Cust@3530x,ACTIVE, 
CUSTOMER,CUST00003531,Cust@3531x,ACTIVE, 
CUSTOMER,CUST00003532,Cust@3532x,ACTIVE, 
CUSTOMER,CUST00003533,Cust@3533x,ACTIVE, 
CUSTOMER,CUST00003534,Cust@3534x,ACTIVE, 
CUSTOMER,CUST00003535,Cust@3535x,ACTIVE, 
CUSTOMER,CUST00003536,Cust@3536x,ACTIVE, 
CUSTOMER,CUST00003537,Cust@3537x,ACTIVE, 
CUSTOMER,CUST00003538,Cust@3538x,CLOSED, 
CUSTOMER,CUST00003539,Cust@3539x,ACTIVE, 
CUSTOMER,CUST00003540,Cust@3540x,ACTIVE, 
CUSTOMER,CUST00003541,Cust@3541x,ACTIVE, 
CUSTOMER,CUST00003542,Cust@3542x,ACTIVE, 
CUSTOMER,CUST00003543,Cust@3543x,BLOCKED, 
CUSTOMER,CUST00003544,Cust@3544x,ACTIVE, 
CUSTOMER,CUST00003545,Cust@3545x,ACTIVE, 
CUSTOMER,CUST00003546,Cust@3546x,ACTIVE, 
CUSTOMER,CUST00003547,Cust@3547x,ACTIVE, 
CUSTOMER,CUST00003548,Cust@3548x,ACTIVE, 
CUSTOMER,CUST00003549,Cust@3549x,DORMANT, 
CUSTOMER,CUST00003550,Cust@3550x,ACTIVE, 
CUSTOMER,CUST00003551,Cust@3551x,BLOCKED, 
CUSTOMER,CUST00003552,Cust@3552x,ACTIVE, 
CUSTOMER,CUST00003553,Cust@3553x,ACTIVE, 
CUSTOMER,CUST00003554,Cust@3554x,ACTIVE, 
CUSTOMER,CUST00003555,Cust@3555x,BLOCKED, 
CUSTOMER,CUST00003556,Cust@3556x,ACTIVE, 
CUSTOMER,CUST00003557,Cust@3557x,ACTIVE, 
CUSTOMER,CUST00003558,Cust@3558x,ACTIVE, 
CUSTOMER,CUST00003559,Cust@3559x,ACTIVE, 
CUSTOMER,CUST00003560,Cust@3560x,ACTIVE, 
CUSTOMER,CUST00003561,Cust@3561x,ACTIVE, 
CUSTOMER,CUST00003562,Cust@3562x,ACTIVE, 
CUSTOMER,CUST00003563,Cust@3563x,ACTIVE, 
CUSTOMER,CUST00003564,Cust@3564x,ACTIVE, 
CUSTOMER,CUST00003565,Cust@3565x,ACTIVE, 
CUSTOMER,CUST00003566,Cust@3566x,ACTIVE, 
CUSTOMER,CUST00003567,Cust@3567x,ACTIVE, 
CUSTOMER,CUST00003568,Cust@3568x,ACTIVE, 
CUSTOMER,CUST00003569,Cust@3569x,ACTIVE, 
CUSTOMER,CUST00003570,Cust@3570x,ACTIVE, 
CUSTOMER,CUST00003571,Cust@3571x,ACTIVE, 
CUSTOMER,CUST00003572,Cust@3572x,ACTIVE, 
CUSTOMER,CUST00003573,Cust@3573x,ACTIVE, 
CUSTOMER,CUST00003574,Cust@3574x,ACTIVE, 
CUSTOMER,CUST00003575,Cust@3575x,ACTIVE, 
CUSTOMER,CUST00003576,Cust@3576x,ACTIVE, 
CUSTOMER,CUST00003577,Cust@3577x,ACTIVE, 
CUSTOMER,CUST00003578,Cust@3578x,DORMANT, 
CUSTOMER,CUST00003579,Cust@3579x,ACTIVE, 
CUSTOMER,CUST00003580,Cust@3580x,ACTIVE, 
CUSTOMER,CUST00003581,Cust@3581x,ACTIVE, 
CUSTOMER,CUST00003582,Cust@3582x,ACTIVE, 
CUSTOMER,CUST00003583,Cust@3583x,ACTIVE, 
CUSTOMER,CUST00003584,Cust@3584x,ACTIVE, 
CUSTOMER,CUST00003585,Cust@3585x,ACTIVE, 
CUSTOMER,CUST00003586,Cust@3586x,ACTIVE, 
CUSTOMER,CUST00003587,Cust@3587x,ACTIVE, 
CUSTOMER,CUST00003588,Cust@3588x,ACTIVE, 
CUSTOMER,CUST00003589,Cust@3589x,DORMANT, 
CUSTOMER,CUST00003590,Cust@3590x,ACTIVE, 
CUSTOMER,CUST00003591,Cust@3591x,ACTIVE, 
CUSTOMER,CUST00003592,Cust@3592x,ACTIVE, 
CUSTOMER,CUST00003593,Cust@3593x,ACTIVE, 
CUSTOMER,CUST00003594,Cust@3594x,ACTIVE, 
CUSTOMER,CUST00003595,Cust@3595x,ACTIVE, 
CUSTOMER,CUST00003596,Cust@3596x,ACTIVE, 
CUSTOMER,CUST00003597,Cust@3597x,ACTIVE, 
CUSTOMER,CUST00003598,Cust@3598x,ACTIVE, 
CUSTOMER,CUST00003599,Cust@3599x,ACTIVE, 
CUSTOMER,CUST00003600,Cust@3600x,ACTIVE, 
CUSTOMER,CUST00003601,Cust@3601x,ACTIVE, 
CUSTOMER,CUST00003602,Cust@3602x,ACTIVE, 
CUSTOMER,CUST00003603,Cust@3603x,ACTIVE, 
CUSTOMER,CUST00003604,Cust@3604x,ACTIVE, 
CUSTOMER,CUST00003605,Cust@3605x,DORMANT, 
CUSTOMER,CUST00003606,Cust@3606x,ACTIVE, 
CUSTOMER,CUST00003607,Cust@3607x,ACTIVE, 
CUSTOMER,CUST00003608,Cust@3608x,ACTIVE, 
CUSTOMER,CUST00003609,Cust@3609x,ACTIVE, 
CUSTOMER,CUST00003610,Cust@3610x,ACTIVE, 
CUSTOMER,CUST00003611,Cust@3611x,CLOSED, 
CUSTOMER,CUST00003612,Cust@3612x,DORMANT, 
CUSTOMER,CUST00003613,Cust@3613x,ACTIVE, 
CUSTOMER,CUST00003614,Cust@3614x,ACTIVE, 
CUSTOMER,CUST00003615,Cust@3615x,BLOCKED, 
CUSTOMER,CUST00003616,Cust@3616x,ACTIVE, 
CUSTOMER,CUST00003617,Cust@3617x,DORMANT, 
CUSTOMER,CUST00003618,Cust@3618x,ACTIVE, 
CUSTOMER,CUST00003619,Cust@3619x,ACTIVE, 
CUSTOMER,CUST00003620,Cust@3620x,ACTIVE, 
CUSTOMER,CUST00003621,Cust@3621x,ACTIVE, 
CUSTOMER,CUST00003622,Cust@3622x,ACTIVE, 
CUSTOMER,CUST00003623,Cust@3623x,DORMANT, 
CUSTOMER,CUST00003624,Cust@3624x,ACTIVE, 
CUSTOMER,CUST00003625,Cust@3625x,ACTIVE, 
CUSTOMER,CUST00003626,Cust@3626x,ACTIVE, 
CUSTOMER,CUST00003627,Cust@3627x,ACTIVE, 
CUSTOMER,CUST00003628,Cust@3628x,ACTIVE, 
CUSTOMER,CUST00003629,Cust@3629x,ACTIVE, 
CUSTOMER,CUST00003630,Cust@3630x,DORMANT, 
CUSTOMER,CUST00003631,Cust@3631x,ACTIVE, 
CUSTOMER,CUST00003632,Cust@3632x,ACTIVE, 
CUSTOMER,CUST00003633,Cust@3633x,ACTIVE, 
CUSTOMER,CUST00003634,Cust@3634x,ACTIVE, 
CUSTOMER,CUST00003635,Cust@3635x,ACTIVE, 
CUSTOMER,CUST00003636,Cust@3636x,ACTIVE, 
CUSTOMER,CUST00003637,Cust@3637x,ACTIVE, 
CUSTOMER,CUST00003638,Cust@3638x,CLOSED, 
CUSTOMER,CUST00003639,Cust@3639x,ACTIVE, 
CUSTOMER,CUST00003640,Cust@3640x,ACTIVE, 
CUSTOMER,CUST00003641,Cust@3641x,DORMANT, 
CUSTOMER,CUST00003642,Cust@3642x,ACTIVE, 
CUSTOMER,CUST00003643,Cust@3643x,ACTIVE, 
CUSTOMER,CUST00003644,Cust@3644x,ACTIVE, 
CUSTOMER,CUST00003645,Cust@3645x,ACTIVE, 
CUSTOMER,CUST00003646,Cust@3646x,ACTIVE, 
CUSTOMER,CUST00003647,Cust@3647x,ACTIVE, 
CUSTOMER,CUST00003648,Cust@3648x,ACTIVE, 
CUSTOMER,CUST00003649,Cust@3649x,ACTIVE, 
CUSTOMER,CUST00003650,Cust@3650x,ACTIVE, 
CUSTOMER,CUST00003651,Cust@3651x,BLOCKED, 
CUSTOMER,CUST00003652,Cust@3652x,ACTIVE, 
CUSTOMER,CUST00003653,Cust@3653x,ACTIVE, 
CUSTOMER,CUST00003654,Cust@3654x,ACTIVE, 
CUSTOMER,CUST00003655,Cust@3655x,ACTIVE, 
CUSTOMER,CUST00003656,Cust@3656x,ACTIVE, 
CUSTOMER,CUST00003657,Cust@3657x,ACTIVE, 
CUSTOMER,CUST00003658,Cust@3658x,ACTIVE, 
CUSTOMER,CUST00003659,Cust@3659x,ACTIVE, 
CUSTOMER,CUST00003660,Cust@3660x,BLOCKED, 
CUSTOMER,CUST00003661,Cust@3661x,ACTIVE, 
CUSTOMER,CUST00003662,Cust@3662x,ACTIVE, 
CUSTOMER,CUST00003663,Cust@3663x,CLOSED, 
CUSTOMER,CUST00003664,Cust@3664x,ACTIVE, 
CUSTOMER,CUST00003665,Cust@3665x,ACTIVE, 
CUSTOMER,CUST00003666,Cust@3666x,ACTIVE, 
CUSTOMER,CUST00003667,Cust@3667x,DORMANT, 
CUSTOMER,CUST00003668,Cust@3668x,ACTIVE, 
CUSTOMER,CUST00003669,Cust@3669x,ACTIVE, 
CUSTOMER,CUST00003670,Cust@3670x,ACTIVE, 
CUSTOMER,CUST00003671,Cust@3671x,ACTIVE, 
CUSTOMER,CUST00003672,Cust@3672x,ACTIVE, 
CUSTOMER,CUST00003673,Cust@3673x,ACTIVE, 
CUSTOMER,CUST00003674,Cust@3674x,BLOCKED, 
CUSTOMER,CUST00003675,Cust@3675x,ACTIVE, 
CUSTOMER,CUST00003676,Cust@3676x,DORMANT, 
CUSTOMER,CUST00003677,Cust@3677x,ACTIVE, 
CUSTOMER,CUST00003678,Cust@3678x,ACTIVE, 
CUSTOMER,CUST00003679,Cust@3679x,ACTIVE, 
CUSTOMER,CUST00003680,Cust@3680x,ACTIVE, 
CUSTOMER,CUST00003681,Cust@3681x,ACTIVE, 
CUSTOMER,CUST00003682,Cust@3682x,ACTIVE, 
CUSTOMER,CUST00003683,Cust@3683x,ACTIVE, 
CUSTOMER,CUST00003684,Cust@3684x,ACTIVE, 
CUSTOMER,CUST00003685,Cust@3685x,ACTIVE, 
CUSTOMER,CUST00003686,Cust@3686x,ACTIVE, 
CUSTOMER,CUST00003687,Cust@3687x,ACTIVE, 
CUSTOMER,CUST00003688,Cust@3688x,ACTIVE, 
CUSTOMER,CUST00003689,Cust@3689x,ACTIVE, 
CUSTOMER,CUST00003690,Cust@3690x,ACTIVE, 
CUSTOMER,CUST00003691,Cust@3691x,ACTIVE, 
CUSTOMER,CUST00003692,Cust@3692x,ACTIVE, 
CUSTOMER,CUST00003693,Cust@3693x,ACTIVE, 
CUSTOMER,CUST00003694,Cust@3694x,ACTIVE, 
CUSTOMER,CUST00003695,Cust@3695x,ACTIVE, 
CUSTOMER,CUST00003696,Cust@3696x,ACTIVE, 
CUSTOMER,CUST00003697,Cust@3697x,ACTIVE, 
CUSTOMER,CUST00003698,Cust@3698x,ACTIVE, 
CUSTOMER,CUST00003699,Cust@3699x,ACTIVE, 
CUSTOMER,CUST00003700,Cust@3700x,ACTIVE, 
CUSTOMER,CUST00003701,Cust@3701x,ACTIVE, 
CUSTOMER,CUST00003702,Cust@3702x,ACTIVE, 
CUSTOMER,CUST00003703,Cust@3703x,ACTIVE, 
CUSTOMER,CUST00003704,Cust@3704x,ACTIVE, 
CUSTOMER,CUST00003705,Cust@3705x,ACTIVE, 
CUSTOMER,CUST00003706,Cust@3706x,CLOSED, 
CUSTOMER,CUST00003707,Cust@3707x,ACTIVE, 
CUSTOMER,CUST00003708,Cust@3708x,DORMANT, 
CUSTOMER,CUST00003709,Cust@3709x,ACTIVE, 
CUSTOMER,CUST00003710,Cust@3710x,ACTIVE, 
CUSTOMER,CUST00003711,Cust@3711x,ACTIVE, 
CUSTOMER,CUST00003712,Cust@3712x,ACTIVE, 
CUSTOMER,CUST00003713,Cust@3713x,ACTIVE, 
CUSTOMER,CUST00003714,Cust@3714x,ACTIVE, 
CUSTOMER,CUST00003715,Cust@3715x,ACTIVE, 
CUSTOMER,CUST00003716,Cust@3716x,ACTIVE, 
CUSTOMER,CUST00003717,Cust@3717x,ACTIVE, 
CUSTOMER,CUST00003718,Cust@3718x,ACTIVE, 
CUSTOMER,CUST00003719,Cust@3719x,ACTIVE, 
CUSTOMER,CUST00003720,Cust@3720x,ACTIVE, 
CUSTOMER,CUST00003721,Cust@3721x,ACTIVE, 
CUSTOMER,CUST00003722,Cust@3722x,ACTIVE, 
CUSTOMER,CUST00003723,Cust@3723x,ACTIVE, 
CUSTOMER,CUST00003724,Cust@3724x,ACTIVE, 
CUSTOMER,CUST00003725,Cust@3725x,ACTIVE, 
CUSTOMER,CUST00003726,Cust@3726x,ACTIVE, 
CUSTOMER,CUST00003727,Cust@3727x,ACTIVE, 
CUSTOMER,CUST00003728,Cust@3728x,ACTIVE, 
CUSTOMER,CUST00003729,Cust@3729x,ACTIVE, 
CUSTOMER,CUST00003730,Cust@3730x,ACTIVE, 
CUSTOMER,CUST00003731,Cust@3731x,ACTIVE, 
CUSTOMER,CUST00003732,Cust@3732x,ACTIVE, 
CUSTOMER,CUST00003733,Cust@3733x,ACTIVE, 
CUSTOMER,CUST00003734,Cust@3734x,ACTIVE, 
CUSTOMER,CUST00003735,Cust@3735x,ACTIVE, 
CUSTOMER,CUST00003736,Cust@3736x,ACTIVE, 
CUSTOMER,CUST00003737,Cust@3737x,ACTIVE, 
CUSTOMER,CUST00003738,Cust@3738x,ACTIVE, 
CUSTOMER,CUST00003739,Cust@3739x,ACTIVE, 
CUSTOMER,CUST00003740,Cust@3740x,DORMANT, 
CUSTOMER,CUST00003741,Cust@3741x,ACTIVE, 
CUSTOMER,CUST00003742,Cust@3742x,ACTIVE, 
CUSTOMER,CUST00003743,Cust@3743x,ACTIVE, 
CUSTOMER,CUST00003744,Cust@3744x,DORMANT, 
CUSTOMER,CUST00003745,Cust@3745x,ACTIVE, 
CUSTOMER,CUST00003746,Cust@3746x,ACTIVE, 
CUSTOMER,CUST00003747,Cust@3747x,DORMANT, 
CUSTOMER,CUST00003748,Cust@3748x,ACTIVE, 
CUSTOMER,CUST00003749,Cust@3749x,ACTIVE, 
CUSTOMER,CUST00003750,Cust@3750x,CLOSED, 
CUSTOMER,CUST00003751,Cust@3751x,ACTIVE, 
CUSTOMER,CUST00003752,Cust@3752x,ACTIVE, 
CUSTOMER,CUST00003753,Cust@3753x,ACTIVE, 
CUSTOMER,CUST00003754,Cust@3754x,ACTIVE, 
CUSTOMER,CUST00003755,Cust@3755x,ACTIVE, 
CUSTOMER,CUST00003756,Cust@3756x,ACTIVE, 
CUSTOMER,CUST00003757,Cust@3757x,ACTIVE, 
