card_id,account_id,card_number,card_type,network,issue_date,expiry_date,credit_limit,card_status,card_holder_name,cvv,pin_generation_status,contactless_enabled,international_usage_enabled,created_at,updated_at,source_system
CD00002825,ACC00002688,2753753796403015,Debit,Mastercard,2025-07-11,2030-07-10,0.0,Closed,AADHYA SHERE,678,Generated,Yes,No,2026-08-03 11:20:12.839130,,Enterprise System
CD00002826,ACC00002688,5467790173211742,Debit,Visa,2021-04-02,2026-04-01,0.0,Active,AADHYA SHERE,995,Generated,Yes,No,2026-08-03 11:20:12.839130,,Enterprise System
CD00002827,ACC00002689,9154118921889269,Credit,Mastercard,2017-05-24,2022-05-23,100000.0,Active,AMRUTA MUNI,208,Generated,Yes,Yes,2026-08-03 11:20:12.840134,,Enterprise System
CD00002828,ACC00002690,0263147181802440,Debit,RuPay,2023-08-22,2028-08-20,0.0,Active,LIBNI GUHA,758,Generated,Yes,No,2026-08-03 11:20:12.840134,,Enterprise System
CD00002829,ACC00002691,8361068162156893,Debit,Mastercard,2025-07-01,2030-06-30,0.0,Active,SAMAKSH CHAUDHRY,216,Generated,Yes,Yes,2026-08-03 11:20:12.840134,,Enterprise System
CD00002830,ACC00002691,6057147188767944,Debit,Visa,2026-03-16,2031-03-15,0.0,Active,SAMAKSH CHAUDHRY,815,Generated,Yes,No,2026-08-03 11:20:12.841137,,Enterprise System
CD00002831,ACC00002692,4426988068503918,Debit,Mastercard,2022-12-29,2027-12-28,0.0,Active,ISHANVI TANK,425,Generated,Yes,No,2026-08-03 11:20:12.841137,,Enterprise System
CD00002832,ACC00002692,8628726200941061,Debit,Mastercard,2022-07-13,2027-07-12,0.0,Active,ISHANVI TANK,549,Generated,No,No,2026-08-03 11:20:12.841137,,Enterprise System
CD00002833,ACC00002693,7678106153909517,Debit,RuPay,2024-12-21,2029-12-20,0.0,Stolen,SHRAVYA KALA,751,Generated,Yes,No,2026-08-03 11:20:12.841137,,Enterprise System
CD00002834,ACC00002696,1207243378399610,Debit,RuPay,2020-08-03,2025-08-02,0.0,Active,CHANCHAL SURI,305,Generated,Yes,No,2026-08-03 11:20:12.842737,,Enterprise System
CD00002835,ACC00002697,8908048211970090,Credit,RuPay,2024-06-30,2029-06-29,50000.0,Active,EKTA SHANKER,771,Generated,Yes,No,2026-08-03 11:20:12.842737,,Enterprise System
CD00002836,ACC00002698,4274723136901861,Charge,Mastercard,2025-01-11,2030-01-10,200000.0,Active,BHAVANI DEEP,111,Generated,Yes,No,2026-08-03 11:20:12.843839,,Enterprise System
CD00002837,ACC00002699,6085992436383478,Credit,RuPay,2015-07-01,2020-06-29,100000.0,Active,ISHA VALA,628,Generated,Yes,No,2026-08-03 11:20:12.843839,,Enterprise System
CD00002838,ACC00002700,4135813944196762,Debit,Mastercard,2021-11-21,2026-11-20,0.0,Active,AYAAN CHAUDHARI,372,Generated,Yes,No,2026-08-03 11:20:12.844829,,Enterprise System
CD00002839,ACC00002701,7463611020504965,Prepaid,Visa,2025-08-09,2030-08-08,10000.0,Active,YATAN KARA,823,Generated,Yes,No,2026-08-03 11:20:12.844829,,Enterprise System
CD00002840,ACC00002702,3215170686643283,Debit,Mastercard,2026-06-25,2031-06-24,0.0,Active,TEJAS DATE,753,Generated,Yes,Yes,2026-08-03 11:20:12.844829,,Enterprise System
CD00002841,ACC00002702,0188458405249714,Prepaid,Mastercard,2026-05-26,2031-05-25,10000.0,Active,TEJAS DATE,155,Generated,Yes,No,2026-08-03 11:20:12.845847,,Enterprise System
CD00002842,ACC00002703,6252570504660896,Charge,Visa,2025-08-13,2030-08-12,100000.0,Active,XITI DARA,938,Generated,Yes,Yes,2026-08-03 11:20:12.845847,,Enterprise System
CD00002843,ACC00002705,5753430841771912,Debit,Mastercard,2025-05-09,2030-05-08,0.0,Active,YAGNESH DESHPANDE,480,Generated,Yes,No,2026-08-03 11:20:12.846839,,Enterprise System
CD00002844,ACC00002705,0445617339386917,Debit,Visa,2024-01-07,2029-01-05,0.0,Active,YAGNESH DESHPANDE,476,Generated,Yes,No,2026-08-03 11:20:12.846839,,Enterprise System
CD00002845,ACC00002706,2898752581821739,Debit,American Express,2023-08-03,2028-08-01,0.0,Expired,ZAITRA DARA,703,Generated,Yes,No,2026-08-03 11:20:12.846839,,Enterprise System
CD00002846,ACC00002707,7895746246452191,Charge,Mastercard,2026-07-11,2031-07-10,1000000.0,Closed,JHALAK NANDA,900,Generated,Yes,No,2026-08-03 11:20:12.847840,,Enterprise System
CD00002847,ACC00002707,2403493417326962,Debit,RuPay,2026-01-11,2031-01-10,0.0,Blocked,JHALAK NANDA,925,Generated,Yes,No,2026-08-03 11:20:12.847840,,Enterprise System
CD00002848,ACC00002708,1267443428337467,Credit,RuPay,2015-10-13,2020-10-11,200000.0,Active,EKANTA BADAL,932,Generated,Yes,Yes,2026-08-03 11:20:12.848827,,Enterprise System
CD00002849,ACC00002708,1893097702844355,Prepaid,Mastercard,2024-04-27,2029-04-26,25000.0,Active,EKANTA BADAL,580,Generated,Yes,No,2026-08-03 11:20:12.848827,,Enterprise System
CD00002850,ACC00002709,0696709486253108,Debit,Visa,2022-03-23,2027-03-22,0.0,Active,YASHVI BATTA,932,Generated,Yes,No,2026-08-03 11:20:12.849837,,Enterprise System
CD00002851,ACC00002709,1258799055622796,Credit,RuPay,2025-02-08,2030-02-07,100000.0,Active,YASHVI BATTA,282,Generated,Yes,No,2026-08-03 11:20:12.849837,,Enterprise System
CD00002852,ACC00002710,6463533321544730,Credit,Mastercard,2026-02-26,2031-02-25,1000000.0,Active,AACHAL SANDAL,892,Generated,Yes,No,2026-08-03 11:20:12.849837,,Enterprise System
CD00002853,ACC00002711,3824619442833812,Debit,RuPay,2012-03-31,2017-03-30,0.0,Blocked,ATI KOTHARI,384,Generated,Yes,No,2026-08-03 11:20:12.850828,,Enterprise System
CD00002854,ACC00002712,7828732371544306,Debit,RuPay,2016-03-26,2021-03-25,0.0,Active,NISHA SAVANT,765,Generated,Yes,No,2026-08-03 11:20:12.850828,,Enterprise System
CD00002855,ACC00002713,2051807554990917,Credit,RuPay,2022-04-23,2027-04-22,500000.0,Active,MADHAVI DUGAR,755,Generated,Yes,No,2026-08-03 11:20:12.850828,,Enterprise System
CD00002856,ACC00002714,0739517071472282,Debit,Mastercard,2026-08-01,2031-07-31,0.0,Expired,SACHI BHATIA,730,Generated,Yes,No,2026-08-03 11:20:12.850828,,Enterprise System
CD00002857,ACC00002714,5689973910316348,Debit,American Express,2022-09-18,2027-09-17,0.0,Active,SACHI BHATIA,470,Generated,Yes,No,2026-08-03 11:20:12.852422,,Enterprise System
CD00002858,ACC00002715,9613371067670598,Debit,RuPay,2023-06-12,2028-06-10,0.0,Active,RAJATA VALA,191,Generated,Yes,No,2026-08-03 11:20:12.852422,,Enterprise System
CD00002859,ACC00002716,7516940364475392,Debit,RuPay,2011-07-06,2016-07-04,0.0,Active,ANYA BHAVSAR,505,Generated,Yes,No,2026-08-03 11:20:12.853525,,Enterprise System
CD00002860,ACC00002716,8636725187444952,Debit,Visa,2021-03-09,2026-03-08,0.0,Expired,ANYA BHAVSAR,298,Generated,Yes,No,2026-08-03 11:20:12.853525,,Enterprise System
CD00002861,ACC00002717,0381943754114272,Credit,RuPay,2026-01-23,2031-01-22,500000.0,Lost,LEENA PANCHAL,831,Generated,Yes,No,2026-08-03 11:20:12.853525,,Enterprise System
CD00002862,ACC00002718,0098709001261099,Prepaid,RuPay,2025-05-07,2030-05-06,10000.0,Active,URISHILLA SARAN,450,Generated,Yes,No,2026-08-03 11:20:12.854540,,Enterprise System
CD00002863,ACC00002720,3341614937166042,Debit,Visa,2022-11-22,2027-11-21,0.0,Active,KASHVI DASH,681,Generated,Yes,Yes,2026-08-03 11:20:12.854540,,Enterprise System
CD00002864,ACC00002720,0265591531988361,Credit,Mastercard,2022-06-13,2027-06-12,50000.0,Active,KASHVI DASH,123,Generated,Yes,No,2026-08-03 11:20:12.855517,,Enterprise System
CD00002865,ACC00002721,4922170972802138,Debit,Mastercard,2024-12-27,2029-12-26,0.0,Active,WARDA PUROHIT,190,Generated,Yes,No,2026-08-03 11:20:12.855517,,Enterprise System
CD00002866,ACC00002723,1755759554380729,Debit,RuPay,2018-10-15,2023-10-14,0.0,Active,PUSHTI BAL,110,Generated,Yes,No,2026-08-03 11:20:12.856516,,Enterprise System
CD00002867,ACC00002725,0581995179586049,Debit,Mastercard,2023-11-13,2028-11-11,0.0,Active,NILIMA TATA,443,Generated,Yes,No,2026-08-03 11:20:12.856516,,Enterprise System
CD00002868,ACC00002725,5336065141584550,Debit,Mastercard,2026-05-01,2031-04-30,0.0,Expired,NILIMA TATA,160,Generated,Yes,No,2026-08-03 11:20:12.856516,,Enterprise System
CD00002869,ACC00002726,2036327461311181,Debit,RuPay,2026-02-08,2031-02-07,0.0,Active,LOPA AHLUWALIA,609,Generated,Yes,Yes,2026-08-03 11:20:12.857515,,Enterprise System
CD00002870,ACC00002726,4347462126901313,Debit,RuPay,2024-02-05,2029-02-03,0.0,Active,LOPA AHLUWALIA,168,Pending,Yes,Yes,2026-08-03 11:20:12.857515,,Enterprise System
CD00002871,ACC00002727,6194064303156500,Credit,Mastercard,2024-10-12,2029-10-11,100000.0,Active,CHAKRADEV BALAN,745,Generated,Yes,Yes,2026-08-03 11:20:12.858518,,Enterprise System
CD00002872,ACC00002728,1953925727459856,Debit,Mastercard,2026-02-06,2031-02-05,0.0,Active,IRA KHURANA,553,Pending,Yes,No,2026-08-03 11:20:12.858518,,Enterprise System
CD00002873,ACC00002729,8010334830312434,Debit,RuPay,2026-07-20,2031-07-19,0.0,Active,VIVAAN NAGAR,294,Generated,Yes,No,2026-08-03 11:20:12.859521,,Enterprise System
CD00002874,ACC00002731,1613977899951548,Credit,Mastercard,2015-08-03,2020-08-01,50000.0,Blocked,GEETIKA SARMA,299,Generated,Yes,No,2026-08-03 11:20:12.859521,,Enterprise System
CD00002875,ACC00002733,5103593169718747,Debit,American Express,2021-11-17,2026-11-16,0.0,Active,VARSHA GARDE,205,Generated,Yes,No,2026-08-03 11:20:12.859521,,Enterprise System
CD00002876,ACC00002733,4783803650353119,Debit,American Express,2026-05-25,2031-05-24,0.0,Active,VARSHA GARDE,244,Generated,Yes,Yes,2026-08-03 11:20:12.860512,,Enterprise System
CD00002877,ACC00002734,6669563706134239,Prepaid,RuPay,2025-08-14,2030-08-13,25000.0,Active,KRITIKA SUNDARAM,978,Generated,Yes,No,2026-08-03 11:20:12.860512,,Enterprise System
CD00002878,ACC00002736,3244024619846595,Debit,Visa,2025-12-12,2030-12-11,0.0,Active,EKANTIKA KARA,131,Generated,Yes,No,2026-08-03 11:20:12.861513,,Enterprise System
CD00002879,ACC00002739,1341683997207320,Debit,Visa,2023-04-22,2028-04-20,0.0,Active,PRANEEL CHAKRABORTY,923,Pending,Yes,No,2026-08-03 11:20:12.861513,,Enterprise System
CD00002880,ACC00002739,0968528779490155,Credit,Mastercard,2013-02-20,2018-02-19,50000.0,Active,PRANEEL CHAKRABORTY,152,Generated,Yes,No,2026-08-03 11:20:12.862550,,Enterprise System
CD00002881,ACC00002742,6061838709014325,Debit,Visa,2024-03-25,2029-03-24,0.0,Active,CHATURA SAMI,334,Generated,Yes,No,2026-08-03 11:20:12.862550,,Enterprise System
CD00002882,ACC00002744,9723253088095281,Debit,Mastercard,2013-06-10,2018-06-09,0.0,Blocked,FRADO SARMA,799,Generated,Yes,No,2026-08-03 11:20:12.863146,,Enterprise System
CD00002883,ACC00002745,6322587146807597,Debit,RuPay,2018-09-27,2023-09-26,0.0,Active,RYAN PRAKASH,361,Generated,Yes,No,2026-08-03 11:20:12.863146,,Enterprise System
CD00002884,ACC00002747,1806578180319048,Debit,Mastercard,2024-01-27,2029-01-25,0.0,Active,FARIQ BHASIN,117,Generated,Yes,No,2026-08-03 11:20:12.864242,,Enterprise System
CD00002885,ACC00002747,3956447842500912,Debit,Mastercard,2023-01-13,2028-01-12,0.0,Active,FARIQ BHASIN,305,Generated,Yes,No,2026-08-03 11:20:12.864242,,Enterprise System
CD00002886,ACC00002748,4733303867674006,Credit,RuPay,2021-04-18,2026-04-17,200000.0,Active,SUHANI PUROHIT,190,Generated,Yes,Yes,2026-08-03 11:20:12.864242,,Enterprise System
CD00002887,ACC00002750,9558513080466308,Credit,Mastercard,2024-02-24,2029-02-22,1000000.0,Lost,YASTI SETTY,481,Generated,No,No,2026-08-03 11:20:12.865245,,Enterprise System
CD00002888,ACC00002750,4556088597110217,Debit,Visa,2023-11-17,2028-11-15,0.0,Active,YASTI SETTY,846,Generated,Yes,No,2026-08-03 11:20:12.865245,,Enterprise System
CD00002889,ACC00002751,5935320588652174,Credit,RuPay,2016-07-10,2021-07-09,200000.0,Active,ANUSHA WASON,617,Generated,Yes,Yes,2026-08-03 11:20:12.866251,,Enterprise System
CD00002890,ACC00002752,4232635086397894,Debit,RuPay,2024-09-11,2029-09-10,0.0,Stolen,ONVEER SHARMA,231,Generated,Yes,No,2026-08-03 11:20:12.866251,,Enterprise System
CD00002891,ACC00002752,2919331629925046,Debit,Visa,2024-10-06,2029-10-05,0.0,Active,ONVEER SHARMA,958,Generated,Yes,No,2026-08-03 11:20:12.867239,,Enterprise System
CD00002892,ACC00002753,2752533596676548,Debit,RuPay,2024-11-12,2029-11-11,0.0,Active,OJASVI AMBLE,921,Generated,Yes,No,2026-08-03 11:20:12.867239,,Enterprise System
CD00002893,ACC00002753,7981246845633032,Credit,Visa,2026-01-22,2031-01-21,500000.0,Active,OJASVI AMBLE,822,Generated,Yes,No,2026-08-03 11:20:12.867239,,Enterprise System
CD00002894,ACC00002755,4181102236801914,Debit,Mastercard,2022-11-29,2027-11-28,0.0,Active,ESHANA SRINIVASAN,205,Generated,Yes,Yes,2026-08-03 11:20:12.868245,,Enterprise System
CD00002895,ACC00002755,4043097973152925,Debit,Mastercard,2023-06-20,2028-06-18,0.0,Blocked,ESHANA SRINIVASAN,336,Generated,Yes,No,2026-08-03 11:20:12.868245,,Enterprise System
CD00002896,ACC00002756,4663070623059425,Debit,Mastercard,2025-09-17,2030-09-16,0.0,Active,PAVANI DESAI,313,Generated,No,No,2026-08-03 11:20:12.869248,,Enterprise System
CD00002897,ACC00002757,0273123074614267,Debit,Mastercard,2024-04-09,2029-04-08,0.0,Lost,LIPIKA DEOL,629,Generated,Yes,No,2026-08-03 11:20:12.869248,,Enterprise System
CD00002898,ACC00002757,9894379338072005,Debit,Visa,2024-10-03,2029-10-02,0.0,Active,LIPIKA DEOL,983,Generated,Yes,No,2026-08-03 11:20:12.869248,,Enterprise System
CD00002899,ACC00002759,8093023556651392,Credit,Mastercard,2022-03-17,2027-03-16,50000.0,Active,HITESH KATA,446,Generated,Yes,No,2026-08-03 11:20:12.870247,,Enterprise System
CD00002900,ACC00002759,0387484656595949,Credit,Mastercard,2021-03-09,2026-03-08,50000.0,Active,HITESH KATA,494,Generated,No,No,2026-08-03 11:20:12.870247,,Enterprise System
CD00002901,ACC00002761,8340598327108267,Credit,RuPay,2021-03-08,2026-03-07,500000.0,Active,ISHA DUA,628,Generated,Yes,Yes,2026-08-03 11:20:12.871247,,Enterprise System
CD00002902,ACC00002762,5060802999106658,Debit,Visa,2024-04-24,2029-04-23,0.0,Active,LIPIKA MANI,126,Pending,Yes,Yes,2026-08-03 11:20:12.871247,,Enterprise System
CD00002903,ACC00002762,5424582166030486,Credit,RuPay,2012-04-17,2017-04-16,50000.0,Active,LIPIKA MANI,616,Generated,Yes,Yes,2026-08-03 11:20:12.871247,,Enterprise System
CD00002904,ACC00002763,1668837202100156,Debit,Visa,2021-10-28,2026-10-27,0.0,Active,LIAM BAL,884,Generated,Yes,No,2026-08-03 11:20:12.871247,,Enterprise System
CD00002905,ACC00002763,7606988602198698,Charge,RuPay,2012-10-23,2017-10-22,200000.0,Active,LIAM BAL,865,Generated,Yes,No,2026-08-03 11:20:12.872802,,Enterprise System
CD00002906,ACC00002764,9547893690631918,Debit,Mastercard,2025-07-17,2030-07-16,0.0,Active,FIYAZ SANGHA,861,Generated,Yes,No,2026-08-03 11:20:12.872802,,Enterprise System
CD00002907,ACC00002764,8025637305046712,Debit,Visa,2024-02-03,2029-02-01,0.0,Active,FIYAZ SANGHA,315,Pending,Yes,No,2026-08-03 11:20:12.872802,,Enterprise System
CD00002908,ACC00002766,5817827299337073,Debit,Visa,2011-11-05,2016-11-03,0.0,Blocked,ANSH ANAND,492,Generated,Yes,No,2026-08-03 11:20:12.873896,,Enterprise System
CD00002909,ACC00002767,1561365548943321,Credit,RuPay,2025-09-17,2030-09-16,100000.0,Active,IKBAL CHADHA,646,Generated,Yes,No,2026-08-03 11:20:12.873896,,Enterprise System
CD00002910,ACC00002768,5108427174338801,Debit,Mastercard,2020-07-18,2025-07-17,0.0,Blocked,YAMINI DANI,637,Generated,Yes,No,2026-08-03 11:20:12.874907,,Enterprise System
CD00002911,ACC00002769,7774814951931801,Debit,Mastercard,2025-02-03,2030-02-02,0.0,Lost,CHAKRADEV ANDRA,907,Generated,Yes,Yes,2026-08-03 11:20:12.874907,,Enterprise System
CD00002912,ACC00002770,2306164364213997,Debit,Mastercard,2022-04-27,2027-04-26,0.0,Active,VEER MANNAN,958,Generated,Yes,No,2026-08-03 11:20:12.875892,,Enterprise System
CD00002913,ACC00002772,1083458913309530,Debit,Mastercard,2025-01-26,2030-01-25,0.0,Active,TARAK PATLA,505,Generated,Yes,No,2026-08-03 11:20:12.875892,,Enterprise System
CD00002914,ACC00002772,2532099606852039,Debit,RuPay,2022-04-03,2027-04-02,0.0,Active,TARAK PATLA,269,Generated,Yes,No,2026-08-03 11:20:12.875892,,Enterprise System
CD00002915,ACC00002773,6797083285903575,Debit,Mastercard,2018-12-12,2023-12-11,0.0,Expired,JAGAT MANI,208,Generated,Yes,No,2026-08-03 11:20:12.876900,,Enterprise System
CD00002916,ACC00002773,3839398820832781,Credit,Visa,2023-09-08,2028-09-06,200000.0,Active,JAGAT MANI,351,Generated,Yes,No,2026-08-03 11:20:12.876900,,Enterprise System
CD00002917,ACC00002774,4999343317683527,Debit,Visa,2026-01-13,2031-01-12,0.0,Active,XALAK TRIPATHI,688,Generated,Yes,No,2026-08-03 11:20:12.877900,,Enterprise System
CD00002918,ACC00002776,6021741966791260,Credit,Mastercard,2025-07-21,2030-07-20,200000.0,Active,GANGA SHUKLA,680,Generated,No,No,2026-08-03 11:20:12.877900,,Enterprise System
CD00002919,ACC00002776,5766157286306076,Debit,Visa,2026-01-09,2031-01-08,0.0,Active,GANGA SHUKLA,376,Generated,Yes,No,2026-08-03 11:20:12.878885,,Enterprise System
CD00002920,ACC00002779,8639342953070198,Debit,Visa,2016-10-31,2021-10-30,0.0,Active,ZASHIL SEHGAL,120,Generated,Yes,No,2026-08-03 11:20:12.878885,,Enterprise System
CD00002921,ACC00002780,9005060764012905,Debit,RuPay,2016-09-24,2021-09-23,0.0,Blocked,EESHA CHANDA,667,Generated,No,Yes,2026-08-03 11:20:12.878885,,Enterprise System
CD00002922,ACC00002780,8959490882420785,Debit,Visa,2017-05-02,2022-05-01,0.0,Active,EESHA CHANDA,662,Generated,Yes,Yes,2026-08-03 11:20:12.879894,,Enterprise System
CD00002923,ACC00002782,1093797064089907,Debit,Mastercard,2021-01-11,2026-01-10,0.0,Active,HARITA AGARWAL,110,Generated,No,Yes,2026-08-03 11:20:12.879894,,Enterprise System
CD00002924,ACC00002782,1718002144930277,Debit,Visa,2022-07-10,2027-07-09,0.0,Active,HARITA AGARWAL,205,Generated,Yes,No,2026-08-03 11:20:12.880899,,Enterprise System
CD00002925,ACC00002784,8065524941043512,Credit,Visa,2014-10-16,2019-10-15,500000.0,Active,NACHIKET RATTI,457,Generated,Yes,No,2026-08-03 11:20:12.880899,,Enterprise System
CD00002926,ACC00002785,5631021610846976,Debit,RuPay,2022-10-31,2027-10-30,0.0,Active,KAMYA DHILLON,115,Generated,Yes,No,2026-08-03 11:20:12.880899,,Enterprise System
CD00002927,ACC00002785,6711756312321407,Debit,Visa,2022-08-22,2027-08-21,0.0,Active,KAMYA DHILLON,433,Generated,Yes,No,2026-08-03 11:20:12.880899,,Enterprise System
CD00002928,ACC00002786,0506715923191030,Debit,Visa,2024-02-05,2029-02-03,0.0,Active,ANYA WAGLE,956,Generated,Yes,No,2026-08-03 11:20:12.882600,,Enterprise System
CD00002929,ACC00002786,2656600057575306,Debit,Mastercard,2026-03-28,2031-03-27,0.0,Active,ANYA WAGLE,558,Pending,Yes,Yes,2026-08-03 11:20:12.882600,,Enterprise System
CD00002930,ACC00002787,2830376075532819,Debit,American Express,2021-06-01,2026-05-31,0.0,Stolen,WAKEETA HAYRE,457,Generated,Yes,No,2026-08-03 11:20:12.883608,,Enterprise System
CD00002931,ACC00002788,1243356790194840,Debit,RuPay,2010-09-08,2015-09-07,0.0,Active,QUSHI VENKATARAMAN,905,Generated,Yes,Yes,2026-08-03 11:20:12.883608,,Enterprise System
CD00002932,ACC00002790,7559259324628008,Debit,Visa,2023-05-02,2028-04-30,0.0,Active,DHRUV DUBE,522,Generated,Yes,No,2026-08-03 11:20:12.883608,,Enterprise System
CD00002933,ACC00002792,9752971645928110,Debit,Visa,2021-03-24,2026-03-23,0.0,Active,BHAVIKA KAR,576,Generated,Yes,No,2026-08-03 11:20:12.884592,,Enterprise System
CD00002934,ACC00002793,6271572953877275,Debit,Mastercard,2026-04-19,2031-04-18,0.0,Active,BHAVNA D’ALIA,449,Generated,Yes,No,2026-08-03 11:20:12.884592,,Enterprise System
CD00002935,ACC00002793,9176148983902880,Debit,RuPay,2026-05-25,2031-05-24,0.0,Stolen,BHAVNA D’ALIA,843,Generated,Yes,No,2026-08-03 11:20:12.885605,,Enterprise System
CD00002936,ACC00002794,0655682390553568,Debit,Visa,2026-04-12,2031-04-11,0.0,Active,ANAMIKA MALL,262,Generated,Yes,No,2026-08-03 11:20:12.885605,,Enterprise System
CD00002937,ACC00002795,2126354495055847,Prepaid,RuPay,2025-08-30,2030-08-29,10000.0,Active,RAYAAN BEHL,139,Generated,No,No,2026-08-03 11:20:12.886606,,Enterprise System
CD00002938,ACC00002796,5211106318307064,Debit,Visa,2022-10-05,2027-10-04,0.0,Active,EKTA SACHDEV,351,Generated,Yes,No,2026-08-03 11:20:12.886606,,Enterprise System
CD00002939,ACC00002797,4590307960687406,Debit,Mastercard,2025-04-19,2030-04-18,0.0,Active,OSCAR THAKUR,170,Generated,Yes,No,2026-08-03 11:20:12.886606,,Enterprise System
CD00002940,ACC00002798,9899242473134483,Debit,RuPay,2017-09-15,2022-09-14,0.0,Active,VIHAAN SHAH,547,Generated,Yes,No,2026-08-03 11:20:12.887600,,Enterprise System
CD00002941,ACC00002799,2527330158885277,Debit,Visa,2018-07-31,2023-07-30,0.0,Active,NICHOLAS KALA,211,Generated,Yes,No,2026-08-03 11:20:12.887600,,Enterprise System
CD00002942,ACC00002800,2396152019003579,Credit,Visa,2022-09-06,2027-09-05,500000.0,Active,KAI NAGARAJAN,724,Generated,Yes,Yes,2026-08-03 11:20:12.888599,,Enterprise System
CD00002943,ACC00002800,1185210382517872,Debit,RuPay,2023-10-08,2028-10-06,0.0,Active,KAI NAGARAJAN,238,Generated,Yes,No,2026-08-03 11:20:12.888599,,Enterprise System
CD00002944,ACC00002802,9824291317007912,Debit,Visa,2022-02-11,2027-02-10,0.0,Active,WIDISHA RAMANATHAN,628,Generated,Yes,No,2026-08-03 11:20:12.889607,,Enterprise System
CD00002945,ACC00002802,6048878721307036,Credit,RuPay,2022-09-20,2027-09-19,100000.0,Active,WIDISHA RAMANATHAN,231,Generated,Yes,Yes,2026-08-03 11:20:12.889607,,Enterprise System
CD00002946,ACC00002803,5566450023456445,Debit,RuPay,2024-08-07,2029-08-06,0.0,Active,ZAID SAHOTA,130,Generated,Yes,No,2026-08-03 11:20:12.889607,,Enterprise System
CD00002947,ACC00002804,9460735812000162,Debit,RuPay,2026-03-08,2031-03-07,0.0,Active,SHRAVYA SABHARWAL,145,Generated,Yes,Yes,2026-08-03 11:20:12.890601,,Enterprise System
CD00002948,ACC00002805,3009581199159087,Debit,RuPay,2023-06-17,2028-06-15,0.0,Active,EESHA VORA,915,Generated,Yes,No,2026-08-03 11:20:12.890601,,Enterprise System
CD00002949,ACC00002806,6408766199585333,Credit,Mastercard,2025-08-02,2030-08-01,1000000.0,Stolen,HEMANGINI CHAKRABORTY,746,Generated,Yes,No,2026-08-03 11:20:12.891591,,Enterprise System
CD00002950,ACC00002806,7554308893522814,Debit,Mastercard,2026-08-01,2031-07-31,0.0,Active,HEMANGINI CHAKRABORTY,290,Generated,No,Yes,2026-08-03 11:20:12.891591,,Enterprise System
CD00002951,ACC00002807,9381106104405436,Debit,Visa,2021-01-06,2026-01-05,0.0,Active,JOSHUA VASA,471,Generated,Yes,No,2026-08-03 11:20:12.891591,,Enterprise System
CD00002952,ACC00002807,3198838547509047,Credit,Mastercard,2024-05-12,2029-05-11,1000000.0,Active,JOSHUA VASA,117,Generated,No,No,2026-08-03 11:20:12.892593,,Enterprise System
CD00002953,ACC00002808,8739401566291203,Debit,Visa,2021-10-06,2026-10-05,0.0,Active,OJAS PRABHU,664,Generated,Yes,No,2026-08-03 11:20:12.893190,,Enterprise System
CD00002954,ACC00002808,3047381489351341,Debit,Mastercard,2020-09-15,2025-09-14,0.0,Active,OJAS PRABHU,210,Generated,Yes,No,2026-08-03 11:20:12.893190,,Enterprise System
CD00002955,ACC00002811,0805145387159927,Debit,Mastercard,2024-01-21,2029-01-19,0.0,Active,VANSHA DATTA,594,Generated,Yes,No,2026-08-03 11:20:12.893190,,Enterprise System
CD00002956,ACC00002811,6624493618811899,Prepaid,Mastercard,2023-01-27,2028-01-26,25000.0,Active,VANSHA DATTA,504,Generated,Yes,No,2026-08-03 11:20:12.894286,,Enterprise System
CD00002957,ACC00002813,3244349124793474,Debit,Visa,2023-06-07,2028-06-05,0.0,Active,AASHI SHERE,769,Generated,Yes,No,2026-08-03 11:20:12.894286,,Enterprise System
CD00002958,ACC00002814,5282243837320269,Debit,Visa,2009-10-13,2014-10-12,0.0,Active,HARISH PATIL,599,Generated,Yes,No,2026-08-03 11:20:12.895288,,Enterprise System
CD00002959,ACC00002815,3450637063110733,Debit,RuPay,2020-04-19,2025-04-18,0.0,Active,CHAMPAK NARAYANAN,878,Generated,Yes,No,2026-08-03 11:20:12.895288,,Enterprise System
CD00002960,ACC00002816,9662889792265689,Credit,Mastercard,2025-01-29,2030-01-28,50000.0,Active,POOJA KRISHNA,735,Generated,Yes,No,2026-08-03 11:20:12.896261,,Enterprise System
CD00002961,ACC00002817,2611443484002236,Debit,RuPay,2015-12-21,2020-12-19,0.0,Active,BACHITTAR GOPAL,789,Generated,Yes,No,2026-08-03 11:20:12.896261,,Enterprise System
CD00002962,ACC00002820,5952149366854918,Credit,Visa,2013-01-10,2018-01-09,1000000.0,Active,GIRIK DEVAN,707,Generated,Yes,No,2026-08-03 11:20:12.896261,,Enterprise System
CD00002963,ACC00002821,7390533345121275,Debit,RuPay,2017-11-11,2022-11-10,0.0,Active,TRIVENI GANGULY,365,Generated,Yes,No,2026-08-03 11:20:12.897280,,Enterprise System
CD00002964,ACC00002823,5719750996354236,Debit,Visa,2025-08-21,2030-08-20,0.0,Active,BAGHYAWATI MADAN,534,Generated,No,Yes,2026-08-03 11:20:12.897280,,Enterprise System
CD00002965,ACC00002823,3480198902126827,Debit,RuPay,2015-02-13,2020-02-12,0.0,Active,BAGHYAWATI MADAN,826,Generated,Yes,No,2026-08-03 11:20:12.898281,,Enterprise System
CD00002966,ACC00002824,4340101551267322,Debit,Mastercard,2026-02-03,2031-02-02,0.0,Active,HARISH SINHA,449,Generated,Yes,No,2026-08-03 11:20:12.898281,,Enterprise System
