card_id,account_id,card_number,card_type,network,issue_date,expiry_date,credit_limit,card_status,card_holder_name,cvv,pin_generation_status,contactless_enabled,international_usage_enabled,created_at,updated_at,source_system
CD00007603,ACC00007276,2699513548495951,Debit,RuPay,2019-09-04,2024-09-02,0.0,Active,NAKUL BANIK,638,Generated,Yes,No,2026-08-03 12:14:11.680439,,Enterprise System
CD00007604,ACC00007277,9079175271685441,Debit,Visa,2023-09-07,2028-09-05,0.0,Active,RAAGINI SANDAL,391,Generated,No,No,2026-08-03 12:14:11.680439,,Enterprise System
CD00007605,ACC00007278,5373350413930760,Debit,Visa,2021-06-01,2026-05-31,0.0,Active,VRINDA MEMON,593,Generated,Yes,No,2026-08-03 12:14:11.680439,,Enterprise System
CD00007606,ACC00007279,7784303282030271,Charge,Visa,2021-11-11,2026-11-10,1000000.0,Active,MEKHALA PRAKASH,973,Generated,Yes,No,2026-08-03 12:14:11.681445,,Enterprise System
CD00007607,ACC00007280,6959861658707848,Debit,Visa,2023-08-14,2028-08-12,0.0,Lost,GAURANG SANE,516,Generated,Yes,No,2026-08-03 12:14:11.681445,,Enterprise System
CD00007608,ACC00007281,8234145513853931,Credit,RuPay,2025-05-08,2030-05-07,500000.0,Closed,BALHAAR SRIDHAR,715,Generated,Yes,No,2026-08-03 12:14:11.681445,,Enterprise System
CD00007609,ACC00007281,8621488362383734,Debit,Visa,2023-07-16,2028-07-14,0.0,Active,BALHAAR SRIDHAR,312,Generated,Yes,No,2026-08-03 12:14:11.682451,,Enterprise System
CD00007610,ACC00007282,9254903837984163,Debit,Mastercard,2015-11-02,2020-10-31,0.0,Active,WARHI BAHRI,962,Generated,Yes,No,2026-08-03 12:14:11.682451,,Enterprise System
CD00007611,ACC00007283,6255926017786679,Debit,RuPay,2022-10-01,2027-09-30,0.0,Active,JAGVI BORDE,585,Generated,Yes,No,2026-08-03 12:14:11.682451,,Enterprise System
CD00007612,ACC00007284,6763284755760009,Debit,RuPay,2022-12-10,2027-12-09,0.0,Active,NOAH MISRA,917,Generated,Yes,No,2026-08-03 12:14:11.683451,,Enterprise System
CD00007613,ACC00007285,9073807718270448,Charge,Visa,2024-12-02,2029-12-01,1000000.0,Lost,AMOL SETTY,607,Generated,Yes,Yes,2026-08-03 12:14:11.683451,,Enterprise System
CD00007614,ACC00007286,4747185760786143,Debit,Visa,2013-05-24,2018-05-23,0.0,Active,EDHITHA GOEL,727,Generated,Yes,No,2026-08-03 12:14:11.683451,,Enterprise System
CD00007615,ACC00007286,8533539716845032,Credit,RuPay,2019-01-24,2024-01-23,100000.0,Active,EDHITHA GOEL,579,Generated,Yes,No,2026-08-03 12:14:11.684450,,Enterprise System
CD00007616,ACC00007287,8638320660930593,Credit,American Express,2023-11-28,2028-11-26,500000.0,Active,ADWETA BRAHMBHATT,825,Generated,Yes,No,2026-08-03 12:14:11.684450,,Enterprise System
CD00007617,ACC00007288,5817145236924109,Debit,Visa,2024-05-04,2029-05-03,0.0,Active,FALAN REGE,836,Generated,Yes,No,2026-08-03 12:14:11.684450,,Enterprise System
CD00007618,ACC00007290,9977141283738142,Credit,Mastercard,2012-05-02,2017-05-01,50000.0,Active,OM CHHABRA,923,Generated,Yes,No,2026-08-03 12:14:11.684450,,Enterprise System
CD00007619,ACC00007290,6825596155531161,Credit,Mastercard,2015-07-23,2020-07-21,50000.0,Active,OM CHHABRA,684,Generated,Yes,No,2026-08-03 12:14:11.685450,,Enterprise System
CD00007620,ACC00007291,4165848940582547,Debit,American Express,2026-04-17,2031-04-16,0.0,Active,ISHA BAL,699,Generated,Yes,No,2026-08-03 12:14:11.685450,,Enterprise System
CD00007621,ACC00007292,7586636566962999,Prepaid,Visa,2024-07-31,2029-07-30,10000.0,Stolen,SAKSHAM SAMI,387,Generated,Yes,No,2026-08-03 12:14:11.685450,,Enterprise System
CD00007622,ACC00007293,0493843830109735,Debit,Visa,2023-11-14,2028-11-12,0.0,Active,EKANSH DHAR,257,Generated,Yes,No,2026-08-03 12:14:11.686451,,Enterprise System
CD00007623,ACC00007294,9642553203889539,Debit,Visa,2021-10-02,2026-10-01,0.0,Active,OWEN SINGHAL,394,Generated,No,Yes,2026-08-03 12:14:11.686451,,Enterprise System
CD00007624,ACC00007295,5031908378052415,Debit,Mastercard,2025-12-29,2030-12-28,0.0,Active,EKAJA DHAR,370,Generated,Yes,No,2026-08-03 12:14:11.686451,,Enterprise System
CD00007625,ACC00007295,7477486835816709,Debit,Visa,2024-10-04,2029-10-03,0.0,Active,EKAJA DHAR,601,Generated,Yes,No,2026-08-03 12:14:11.687451,,Enterprise System
CD00007626,ACC00007297,2189335319695667,Credit,Mastercard,2020-10-18,2025-10-17,100000.0,Active,REVA DEY,984,Generated,Yes,No,2026-08-03 12:14:11.687451,,Enterprise System
CD00007627,ACC00007298,9766570082827627,Credit,RuPay,2025-06-23,2030-06-22,200000.0,Active,ADVIK PRASAD,202,Generated,No,Yes,2026-08-03 12:14:11.687451,,Enterprise System
CD00007628,ACC00007298,3824524625290506,Debit,Mastercard,2026-03-16,2031-03-15,0.0,Active,ADVIK PRASAD,572,Generated,Yes,No,2026-08-03 12:14:11.688450,,Enterprise System
CD00007629,ACC00007301,0636933871081467,Prepaid,Visa,2015-12-11,2020-12-09,25000.0,Active,ZINAL BHARDWAJ,911,Generated,Yes,No,2026-08-03 12:14:11.688450,,Enterprise System
CD00007630,ACC00007303,3198165699345288,Credit,RuPay,2022-06-30,2027-06-29,1000000.0,Active,MANTHAN MERCHANT,161,Generated,Yes,No,2026-08-03 12:14:11.688450,,Enterprise System
CD00007631,ACC00007306,2971812814371761,Prepaid,RuPay,2021-12-05,2026-12-04,25000.0,Active,EKANTA OOMMEN,272,Generated,Yes,No,2026-08-03 12:14:11.688450,,Enterprise System
CD00007632,ACC00007306,7476778961973853,Debit,RuPay,2026-06-23,2031-06-22,0.0,Active,EKANTA OOMMEN,411,Generated,No,Yes,2026-08-03 12:14:11.688450,,Enterprise System
CD00007633,ACC00007307,2150420236170846,Debit,RuPay,2014-06-09,2019-06-08,0.0,Active,YASHAWINI BAKSHI,221,Generated,Yes,No,2026-08-03 12:14:11.690009,,Enterprise System
CD00007634,ACC00007307,0553802641471292,Debit,RuPay,2011-09-24,2016-09-22,0.0,Active,YASHAWINI BAKSHI,241,Generated,No,No,2026-08-03 12:14:11.690009,,Enterprise System
CD00007635,ACC00007309,0224902086633857,Debit,Visa,2014-07-16,2019-07-15,0.0,Active,GAVIN CHANDA,212,Generated,No,No,2026-08-03 12:14:11.690009,,Enterprise System
CD00007636,ACC00007310,9426523135637139,Debit,RuPay,2023-09-25,2028-09-23,0.0,Active,ANIKA KATA,770,Generated,Yes,No,2026-08-03 12:14:11.690961,,Enterprise System
CD00007637,ACC00007311,4143541846893224,Debit,Visa,2021-08-19,2026-08-18,0.0,Stolen,GUNBIR GOYAL,692,Generated,Yes,Yes,2026-08-03 12:14:11.690961,,Enterprise System
CD00007638,ACC00007312,6541861150631413,Credit,RuPay,2014-01-23,2019-01-22,50000.0,Active,NOAH MADAN,614,Generated,Yes,No,2026-08-03 12:14:11.690961,,Enterprise System
CD00007639,ACC00007312,7511437848843266,Debit,American Express,2026-03-09,2031-03-08,0.0,Active,NOAH MADAN,120,Generated,No,No,2026-08-03 12:14:11.690961,,Enterprise System
CD00007640,ACC00007314,2501759130180508,Debit,RuPay,2022-05-02,2027-05-01,0.0,Active,RAAGINI YOHANNAN,763,Generated,No,No,2026-08-03 12:14:11.691967,,Enterprise System
CD00007641,ACC00007315,3735807170602742,Debit,Visa,2026-06-14,2031-06-13,0.0,Active,LAKSHIT CHOUDHRY,894,Generated,Yes,No,2026-08-03 12:14:11.691967,,Enterprise System
CD00007642,ACC00007317,7736917195690577,Credit,Mastercard,2024-06-19,2029-06-18,1000000.0,Active,DEV LALLA,901,Generated,Yes,Yes,2026-08-03 12:14:11.691967,,Enterprise System
CD00007643,ACC00007319,5279964934484362,Debit,Visa,2015-04-13,2020-04-11,0.0,Active,XAVIER SINGHAL,168,Generated,Yes,No,2026-08-03 12:14:11.692967,,Enterprise System
CD00007644,ACC00007320,9317079770916851,Debit,Mastercard,2020-06-09,2025-06-08,0.0,Active,EIRAVATI BORAH,463,Generated,Yes,No,2026-08-03 12:14:11.692967,,Enterprise System
CD00007645,ACC00007320,5852669626986655,Debit,Visa,2021-06-03,2026-06-02,0.0,Active,EIRAVATI BORAH,416,Generated,Yes,No,2026-08-03 12:14:11.692967,,Enterprise System
CD00007646,ACC00007321,1644084765921547,Debit,RuPay,2014-09-09,2019-09-08,0.0,Active,UPADHRITI SULE,251,Generated,Yes,No,2026-08-03 12:14:11.693967,,Enterprise System
CD00007647,ACC00007321,7970689787519769,Debit,Mastercard,2010-10-02,2015-10-01,0.0,Active,UPADHRITI SULE,899,Generated,Yes,No,2026-08-03 12:14:11.693967,,Enterprise System
CD00007648,ACC00007322,4725795004261538,Credit,RuPay,2023-02-24,2028-02-23,200000.0,Blocked,FREDERICK CHOUDHURY,170,Generated,Yes,No,2026-08-03 12:14:11.693967,,Enterprise System
CD00007649,ACC00007323,5152693959641525,Credit,Visa,2015-01-20,2020-01-19,50000.0,Active,BAKHSHI HORA,571,Generated,Yes,No,2026-08-03 12:14:11.694967,,Enterprise System
CD00007650,ACC00007325,2955360540495944,Debit,RuPay,2021-09-23,2026-09-22,0.0,Active,CHAVVI CHOUDHURY,148,Generated,Yes,Yes,2026-08-03 12:14:11.694967,,Enterprise System
CD00007651,ACC00007326,6914056699081937,Debit,Visa,2015-09-27,2020-09-25,0.0,Active,SARTHAK DHAR,739,Generated,Yes,Yes,2026-08-03 12:14:11.694967,,Enterprise System
CD00007652,ACC00007326,2056516879121637,Credit,Visa,2012-01-11,2017-01-09,200000.0,Active,SARTHAK DHAR,915,Generated,Yes,No,2026-08-03 12:14:11.695967,,Enterprise System
CD00007653,ACC00007327,3557553333600053,Credit,Mastercard,2026-07-27,2031-07-26,500000.0,Active,EKARAJ HANS,728,Generated,Yes,No,2026-08-03 12:14:11.695967,,Enterprise System
CD00007654,ACC00007328,4539926699565580,Debit,American Express,2010-09-18,2015-09-17,0.0,Active,HEMANI MAMMEN,935,Pending,Yes,No,2026-08-03 12:14:11.695967,,Enterprise System
CD00007655,ACC00007329,0098866690810919,Debit,Visa,2022-12-11,2027-12-10,0.0,Active,QARIN SUBRAMANIAM,721,Generated,Yes,No,2026-08-03 12:14:11.695967,,Enterprise System
CD00007656,ACC00007330,6403655308663870,Debit,Mastercard,2022-02-23,2027-02-22,0.0,Stolen,NIRJA VAIDYA,648,Generated,Yes,No,2026-08-03 12:14:11.696966,,Enterprise System
CD00007657,ACC00007330,0614338884906329,Prepaid,Visa,2025-10-24,2030-10-23,50000.0,Active,NIRJA VAIDYA,202,Generated,Yes,No,2026-08-03 12:14:11.696966,,Enterprise System
CD00007658,ACC00007332,2297002961430655,Debit,Mastercard,2026-05-25,2031-05-24,0.0,Active,LIBNI CHANDRA,383,Generated,Yes,No,2026-08-03 12:14:11.696966,,Enterprise System
CD00007659,ACC00007333,1815235166895821,Credit,Mastercard,2025-12-10,2030-12-09,1000000.0,Active,MOHINI ATWAL,133,Generated,Yes,No,2026-08-03 12:14:11.696966,,Enterprise System
CD00007660,ACC00007334,8203334089057412,Debit,Mastercard,2019-03-02,2024-02-29,0.0,Active,DAYAMAI SANI,790,Generated,Yes,No,2026-08-03 12:14:11.697966,,Enterprise System
CD00007661,ACC00007335,6583282821087316,Debit,American Express,2025-10-07,2030-10-06,0.0,Expired,AKSHAY RANA,672,Generated,Yes,No,2026-08-03 12:14:11.698967,,Enterprise System
CD00007662,ACC00007335,6946691007088091,Debit,Mastercard,2025-11-19,2030-11-18,0.0,Active,AKSHAY RANA,785,Generated,Yes,No,2026-08-03 12:14:11.698967,,Enterprise System
CD00007663,ACC00007336,2395071808057447,Prepaid,RuPay,2025-11-04,2030-11-03,10000.0,Active,GAURAV KARPE,377,Generated,Yes,No,2026-08-03 12:14:11.698967,,Enterprise System
CD00007664,ACC00007337,8710291867639362,Debit,RuPay,2009-03-08,2014-03-07,0.0,Active,ANAMIKA BOSE,310,Generated,No,No,2026-08-03 12:14:11.699967,,Enterprise System
CD00007665,ACC00007338,1971815794451027,Debit,Visa,2025-06-06,2030-06-05,0.0,Active,SACHI RAM,513,Generated,Yes,No,2026-08-03 12:14:11.699967,,Enterprise System
CD00007666,ACC00007339,7021177375440144,Debit,Mastercard,2013-04-05,2018-04-04,0.0,Active,YASHAWINI KOTA,729,Generated,Yes,No,2026-08-03 12:14:11.700472,,Enterprise System
CD00007667,ACC00007339,2814110210800474,Debit,Mastercard,2024-12-28,2029-12-27,0.0,Active,YASHAWINI KOTA,201,Generated,Yes,Yes,2026-08-03 12:14:11.700472,,Enterprise System
CD00007668,ACC00007340,2464910581309861,Debit,RuPay,2024-12-18,2029-12-17,0.0,Active,TRISTAN SUR,826,Generated,No,No,2026-08-03 12:14:11.700472,,Enterprise System
CD00007669,ACC00007342,6644304409725460,Credit,Visa,2021-11-10,2026-11-09,200000.0,Active,JANAKI PANDIT,640,Generated,Yes,No,2026-08-03 12:14:11.701719,,Enterprise System
CD00007670,ACC00007342,9318763766311916,Credit,Mastercard,2024-08-02,2029-08-01,200000.0,Active,JANAKI PANDIT,370,Generated,Yes,No,2026-08-03 12:14:11.701719,,Enterprise System
CD00007671,ACC00007343,0755130731007067,Debit,Visa,2026-04-17,2031-04-16,0.0,Active,MASON SOMAN,777,Generated,Yes,No,2026-08-03 12:14:11.701719,,Enterprise System
CD00007672,ACC00007344,7287074356550199,Debit,RuPay,2024-06-14,2029-06-13,0.0,Active,DHRUV MADAN,362,Generated,Yes,No,2026-08-03 12:14:11.702826,,Enterprise System
CD00007673,ACC00007345,0475944372032466,Prepaid,RuPay,2026-03-04,2031-03-03,25000.0,Active,BAHADURJIT KARA,760,Generated,Yes,No,2026-08-03 12:14:11.702826,,Enterprise System
CD00007674,ACC00007345,3904988267132546,Prepaid,Visa,2026-06-25,2031-06-24,50000.0,Active,BAHADURJIT KARA,164,Generated,Yes,No,2026-08-03 12:14:11.702826,,Enterprise System
CD00007675,ACC00007346,7806601987948008,Debit,RuPay,2022-09-21,2027-09-20,0.0,Active,SAKSHAM SANT,934,Generated,Yes,Yes,2026-08-03 12:14:11.702826,,Enterprise System
CD00007676,ACC00007348,0312408810945565,Credit,Mastercard,2021-11-03,2026-11-02,100000.0,Active,JEREMIAH KANT,986,Generated,No,No,2026-08-03 12:14:11.703826,,Enterprise System
CD00007677,ACC00007349,4737663245684126,Credit,American Express,2018-09-27,2023-09-26,50000.0,Closed,RIA SESHADRI,580,Generated,Yes,No,2026-08-03 12:14:11.703826,,Enterprise System
CD00007678,ACC00007350,4843979635920094,Debit,Mastercard,2024-06-09,2029-06-08,0.0,Active,VAMAKSHI BAIL,667,Generated,Yes,Yes,2026-08-03 12:14:11.703826,,Enterprise System
CD00007679,ACC00007351,5737474348908000,Debit,Visa,2023-03-15,2028-03-13,0.0,Active,ANAY BAINS,866,Generated,Yes,No,2026-08-03 12:14:11.704779,,Enterprise System
CD00007680,ACC00007351,3654728190246722,Prepaid,Mastercard,2020-05-04,2025-05-03,50000.0,Active,ANAY BAINS,411,Generated,Yes,No,2026-08-03 12:14:11.704779,,Enterprise System
CD00007681,ACC00007353,6552571545503332,Debit,RuPay,2026-03-14,2031-03-13,0.0,Active,DIYA RAMASWAMY,122,Generated,Yes,Yes,2026-08-03 12:14:11.704779,,Enterprise System
CD00007682,ACC00007354,8374806608986610,Debit,Mastercard,2026-07-07,2031-07-06,0.0,Active,HARISH VARTY,656,Generated,No,No,2026-08-03 12:14:11.704779,,Enterprise System
CD00007683,ACC00007354,6085913217021052,Debit,Mastercard,2026-07-09,2031-07-08,0.0,Closed,HARISH VARTY,140,Generated,Yes,No,2026-08-03 12:14:11.705823,,Enterprise System
CD00007684,ACC00007355,2252889133134139,Debit,Visa,2016-10-24,2021-10-23,0.0,Active,LAVANYA MODY,563,Generated,Yes,No,2026-08-03 12:14:11.705823,,Enterprise System
CD00007685,ACC00007357,9445901203720761,Credit,Mastercard,2016-01-28,2021-01-26,50000.0,Active,MEGHANA BRAHMBHATT,153,Generated,Yes,No,2026-08-03 12:14:11.705823,,Enterprise System
CD00007686,ACC00007357,2552734191644320,Debit,Mastercard,2013-10-01,2018-09-30,0.0,Active,MEGHANA BRAHMBHATT,431,Generated,Yes,No,2026-08-03 12:14:11.706832,,Enterprise System
CD00007687,ACC00007358,7441285981526715,Debit,Visa,2026-04-26,2031-04-25,0.0,Active,SAI AMBLE,821,Generated,No,Yes,2026-08-03 12:14:11.706832,,Enterprise System
CD00007688,ACC00007360,3439620159977218,Debit,RuPay,2016-01-13,2021-01-11,0.0,Active,TEERTH KALA,529,Generated,Yes,No,2026-08-03 12:14:11.706832,,Enterprise System
CD00007689,ACC00007361,6223866065316459,Debit,RuPay,2023-04-24,2028-04-22,0.0,Stolen,QABIL WALI,604,Generated,Yes,Yes,2026-08-03 12:14:11.706832,,Enterprise System
CD00007690,ACC00007362,5975428903819969,Prepaid,Visa,2025-03-19,2030-03-18,10000.0,Active,IRA JOHAL,133,Generated,No,No,2026-08-03 12:14:11.707835,,Enterprise System
CD00007691,ACC00007362,1441409464042720,Debit,Mastercard,2025-09-12,2030-09-11,0.0,Active,IRA JOHAL,380,Generated,Yes,No,2026-08-03 12:14:11.707835,,Enterprise System
CD00007692,ACC00007363,8179705017297861,Debit,Mastercard,2026-02-24,2031-02-23,0.0,Active,BALJIWAN ANAND,772,Generated,Yes,No,2026-08-03 12:14:11.707835,,Enterprise System
CD00007693,ACC00007364,8068571389896168,Prepaid,RuPay,2026-03-12,2031-03-11,25000.0,Active,CHANDRAN NAYAR,970,Generated,Yes,No,2026-08-03 12:14:11.708837,,Enterprise System
CD00007694,ACC00007365,5685943257319666,Debit,Mastercard,2022-03-08,2027-03-07,0.0,Active,WAHAB CHOUDHARY,100,Generated,Yes,No,2026-08-03 12:14:11.708837,,Enterprise System
CD00007695,ACC00007365,2548339053887859,Debit,RuPay,2023-01-21,2028-01-20,0.0,Active,WAHAB CHOUDHARY,835,Generated,Yes,No,2026-08-03 12:14:11.708837,,Enterprise System
CD00007696,ACC00007367,7519658184757237,Debit,RuPay,2024-06-23,2029-06-22,0.0,Active,REVA DESHMUKH,420,Generated,Yes,Yes,2026-08-03 12:14:11.709740,,Enterprise System
CD00007697,ACC00007368,2361310188938344,Debit,Mastercard,2025-07-22,2030-07-21,0.0,Active,XALAK VARTY,779,Generated,No,Yes,2026-08-03 12:14:11.709740,,Enterprise System
CD00007698,ACC00007368,2703259867345003,Debit,American Express,2025-06-27,2030-06-26,0.0,Active,XALAK VARTY,949,Generated,Yes,No,2026-08-03 12:14:11.709740,,Enterprise System
CD00007699,ACC00007369,6766341817582660,Credit,RuPay,2025-12-18,2030-12-17,50000.0,Active,NEELIMA BALI,880,Generated,Yes,No,2026-08-03 12:14:11.711072,,Enterprise System
CD00007700,ACC00007369,7592145711503454,Credit,Visa,2023-02-12,2028-02-11,100000.0,Active,NEELIMA BALI,102,Generated,Yes,No,2026-08-03 12:14:11.711072,,Enterprise System
CD00007701,ACC00007370,1135530414223625,Credit,RuPay,2023-02-06,2028-02-05,1000000.0,Active,FIYAZ WALI,489,Generated,No,Yes,2026-08-03 12:14:11.711072,,Enterprise System
CD00007702,ACC00007370,8454919950552837,Debit,RuPay,2022-02-01,2027-01-31,0.0,Active,FIYAZ WALI,567,Generated,Yes,No,2026-08-03 12:14:11.711072,,Enterprise System
CD00007703,ACC00007372,3624687758514722,Debit,RuPay,2025-01-26,2030-01-25,0.0,Active,HIRAL SANE,577,Generated,Yes,Yes,2026-08-03 12:14:11.712066,,Enterprise System
CD00007704,ACC00007373,5038406063983325,Debit,Visa,2022-05-24,2027-05-23,0.0,Active,FREDERICK GOUR,631,Generated,Yes,No,2026-08-03 12:14:11.712066,,Enterprise System
CD00007705,ACC00007374,4391375975275670,Debit,RuPay,2025-04-29,2030-04-28,0.0,Lost,PRANIT BHARGAVA,944,Generated,Yes,No,2026-08-03 12:14:11.712066,,Enterprise System
CD00007706,ACC00007374,0336169634179859,Debit,American Express,2015-06-16,2020-06-14,0.0,Active,PRANIT BHARGAVA,113,Generated,Yes,No,2026-08-03 12:14:11.713064,,Enterprise System
CD00007707,ACC00007375,9731125988263236,Debit,Mastercard,2025-06-06,2030-06-05,0.0,Active,MADHAVI DATE,584,Generated,Yes,No,2026-08-03 12:14:11.713064,,Enterprise System
CD00007708,ACC00007375,2495442905016559,Debit,Visa,2021-06-07,2026-06-06,0.0,Active,MADHAVI DATE,139,Generated,Yes,No,2026-08-03 12:14:11.713064,,Enterprise System
CD00007709,ACC00007377,5791203356476619,Credit,Mastercard,2021-11-27,2026-11-26,1000000.0,Expired,SHRAVYA CHOUDHURY,179,Generated,Yes,No,2026-08-03 12:14:11.713064,,Enterprise System
CD00007710,ACC00007379,8808059824100101,Debit,Visa,2025-03-08,2030-03-07,0.0,Active,GAURIKA PALLA,107,Generated,No,No,2026-08-03 12:14:11.714066,,Enterprise System
CD00007711,ACC00007379,5298193546706644,Debit,Visa,2026-07-16,2031-07-15,0.0,Active,GAURIKA PALLA,965,Generated,Yes,No,2026-08-03 12:14:11.714066,,Enterprise System
CD00007712,ACC00007380,8496407109433206,Credit,RuPay,2024-01-01,2028-12-30,200000.0,Active,GAGAN REDDY,600,Generated,Yes,No,2026-08-03 12:14:11.714066,,Enterprise System
CD00007713,ACC00007380,6520999747617370,Debit,RuPay,2017-10-14,2022-10-13,0.0,Active,GAGAN REDDY,113,Generated,No,Yes,2026-08-03 12:14:11.715066,,Enterprise System
CD00007714,ACC00007381,9920726671062769,Debit,Visa,2011-05-05,2016-05-03,0.0,Active,VARENYA SABHARWAL,189,Generated,Yes,No,2026-08-03 12:14:11.715066,,Enterprise System
CD00007715,ACC00007382,2377677309161257,Debit,Mastercard,2020-09-15,2025-09-14,0.0,Active,SAI MITTER,121,Generated,Yes,Yes,2026-08-03 12:14:11.715066,,Enterprise System
CD00007716,ACC00007383,6570244683413527,Debit,Visa,2025-06-30,2030-06-29,0.0,Active,OMYA CHANDER,823,Generated,Yes,No,2026-08-03 12:14:11.716060,,Enterprise System
CD00007717,ACC00007385,8795429330993946,Debit,Mastercard,2024-02-27,2029-02-25,0.0,Active,FORUM ARORA,614,Generated,Yes,No,2026-08-03 12:14:11.716060,,Enterprise System
CD00007718,ACC00007386,1169029087089065,Prepaid,Visa,2016-06-23,2021-06-22,25000.0,Active,SARTHAK GOUR,565,Generated,Yes,No,2026-08-03 12:14:11.716060,,Enterprise System
CD00007719,ACC00007388,8214345794544267,Debit,Visa,2021-05-27,2026-05-26,0.0,Active,GEORGE CHAR,406,Generated,No,No,2026-08-03 12:14:11.717063,,Enterprise System
CD00007720,ACC00007388,4896036831209857,Debit,Mastercard,2023-08-08,2028-08-06,0.0,Active,GEORGE CHAR,366,Generated,Yes,No,2026-08-03 12:14:11.717063,,Enterprise System
CD00007721,ACC00007389,1560457339151710,Debit,Visa,2019-03-19,2024-03-17,0.0,Active,NIHAL GUHA,895,Generated,Yes,No,2026-08-03 12:14:11.717063,,Enterprise System
CD00007722,ACC00007390,4909831251038639,Debit,RuPay,2025-07-29,2030-07-28,0.0,Active,LUCKY CONTRACTOR,756,Generated,Yes,No,2026-08-03 12:14:11.717063,,Enterprise System
CD00007723,ACC00007391,2893133596738712,Debit,American Express,2019-11-05,2024-11-03,0.0,Active,OMKAAR KANDA,822,Generated,Yes,No,2026-08-03 12:14:11.718065,,Enterprise System
CD00007724,ACC00007391,0937409556730274,Debit,American Express,2026-03-17,2031-03-16,0.0,Active,OMKAAR KANDA,808,Generated,Yes,Yes,2026-08-03 12:14:11.718065,,Enterprise System
CD00007725,ACC00007392,7269659069393326,Debit,Visa,2021-06-19,2026-06-18,0.0,Active,VARSHA SINGHAL,175,Generated,Yes,No,2026-08-03 12:14:11.718065,,Enterprise System
CD00007726,ACC00007394,7687367143352655,Debit,RuPay,2025-05-30,2030-05-29,0.0,Active,AVNI SURI,165,Generated,No,Yes,2026-08-03 12:14:11.718065,,Enterprise System
CD00007727,ACC00007394,5306360174254391,Prepaid,Visa,2024-03-06,2029-03-05,25000.0,Active,AVNI SURI,345,Generated,Yes,No,2026-08-03 12:14:11.718065,,Enterprise System
CD00007728,ACC00007395,1230055380254752,Prepaid,Visa,2026-02-04,2031-02-03,10000.0,Active,LADLI PRADHAN,316,Generated,Yes,No,2026-08-03 12:14:11.719575,,Enterprise System
CD00007729,ACC00007395,1161013258825479,Prepaid,Mastercard,2025-09-08,2030-09-07,25000.0,Active,LADLI PRADHAN,991,Generated,Yes,No,2026-08-03 12:14:11.719722,,Enterprise System
CD00007730,ACC00007396,4422271794276906,Prepaid,Visa,2017-12-27,2022-12-26,25000.0,Active,JHALAK PERI,995,Generated,Yes,No,2026-08-03 12:14:11.719722,,Enterprise System
CD00007731,ACC00007399,1799941708980994,Prepaid,Mastercard,2021-05-31,2026-05-30,10000.0,Active,YUTIKA BERA,943,Generated,Yes,No,2026-08-03 12:14:11.720583,,Enterprise System
CD00007732,ACC00007399,3254420921684376,Charge,Mastercard,2022-03-14,2027-03-13,500000.0,Active,YUTIKA BERA,314,Generated,Yes,No,2026-08-03 12:14:11.720583,,Enterprise System
CD00007733,ACC00007400,7060598346229599,Debit,Mastercard,2019-05-26,2024-05-24,0.0,Active,HEMANI BHAT,670,Generated,Yes,No,2026-08-03 12:14:11.720583,,Enterprise System
CD00007734,ACC00007401,9256593697989471,Debit,Mastercard,2023-06-03,2028-06-01,0.0,Active,IKBAL GOSWAMI,107,Generated,Yes,No,2026-08-03 12:14:11.720583,,Enterprise System
CD00007735,ACC00007402,8608459885683650,Credit,Mastercard,2026-06-03,2031-06-02,1000000.0,Active,OM BANDI,827,Generated,Yes,Yes,2026-08-03 12:14:11.721584,,Enterprise System
CD00007736,ACC00007402,5882926165742335,Credit,Mastercard,2013-03-27,2018-03-26,1000000.0,Active,OM BANDI,387,Generated,Yes,No,2026-08-03 12:14:11.721584,,Enterprise System
CD00007737,ACC00007403,3511309934156049,Debit,Mastercard,2013-06-19,2018-06-18,0.0,Active,UPKAAR MODI,147,Generated,Yes,No,2026-08-03 12:14:11.721584,,Enterprise System
CD00007738,ACC00007403,6387616905219514,Prepaid,Visa,2016-04-28,2021-04-27,25000.0,Active,UPKAAR MODI,185,Generated,Yes,No,2026-08-03 12:14:11.722586,,Enterprise System
CD00007739,ACC00007404,1343165586268848,Credit,RuPay,2012-10-03,2017-10-02,100000.0,Active,TARA AHLUWALIA,728,Generated,Yes,Yes,2026-08-03 12:14:11.722586,,Enterprise System
CD00007740,ACC00007405,5201320241933280,Debit,RuPay,2017-05-19,2022-05-18,0.0,Closed,JASMIT LUTHRA,887,Generated,No,No,2026-08-03 12:14:11.722586,,Enterprise System
CD00007741,ACC00007407,9026046954694398,Credit,Visa,2025-11-16,2030-11-15,200000.0,Stolen,HARSHIL CHANA,525,Generated,Yes,Yes,2026-08-03 12:14:11.722586,,Enterprise System
CD00007742,ACC00007408,0787858519323326,Credit,Visa,2021-10-14,2026-10-13,100000.0,Active,ARIN MITTAL,829,Generated,Yes,Yes,2026-08-03 12:14:11.723587,,Enterprise System
CD00007743,ACC00007409,8876828356224132,Credit,RuPay,2014-09-14,2019-09-13,1000000.0,Active,YAMINI HAYRE,708,Generated,Yes,No,2026-08-03 12:14:11.723587,,Enterprise System
CD00007744,ACC00007410,4581089989672052,Debit,RuPay,2018-08-07,2023-08-06,0.0,Active,SHIVANI MANDAL,193,Pending,Yes,No,2026-08-03 12:14:11.723587,,Enterprise System
